,artist,region,n,year,Rank
654,XXXTENTACION,Bolivia,13,2018,5
655,Arctic Monkeys,Bolivia,12,2018,6
656,Maluma,Bolivia,12,2018,7
657,Avicii,Bolivia,11,2018,8
658,Paulo Londra,Bolivia,10,2018,9
659,Drake,Bolivia,10,2018,10
660,BTS,Bolivia,18,2021,1
661,Bad Bunny,Bolivia,17,2021,2
662,Christian Nodal,Bolivia,12,2021,3
663,Maluma,Bolivia,11,2021,4
664,Olivia Rodrigo,Bolivia,10,2021,5
665,Humbe,Bolivia,10,2021,6
666,Camilo,Bolivia,10,2021,7
667,Luis Miguel,Bolivia,9,2021,8
668,Rauw Alejandro,Bolivia,9,2021,9
669,Morat,Bolivia,9,2021,10
670,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Brazil,32,2020,1
671,Taylor Swift,Brazil,31,2020,2
672,Henrique & Juliano,Brazil,27,2020,3
673,Marília Mendonça,Brazil,25,2020,4
674,Os Barões Da Pisadinha,Brazil,23,2020,5
675,Jorge & Mateus,Brazil,22,2020,6
676,BTS,Brazil,22,2020,7
677,Ariana Grande,Brazil,17,2020,8
678,Lady Gaga,Brazil,16,2020,9
679,Dua Lipa,Brazil,16,2020,10
680,Eminem,Bulgaria,33,2020,1
681,Taylor Swift,Bulgaria,29,2020,2
682,BTS,Bulgaria,25,2020,3
683,Playboi Carti,Bulgaria,25,2020,4
684,V:RGO,Bulgaria,23,2020,5
685,Lil Uzi Vert,Bulgaria,23,2020,6
686,Juice WRLD,Bulgaria,22,2020,7
687,The Weeknd,Bulgaria,22,2020,8
688,Pop Smoke,Bulgaria,22,2020,9
689,Ariana Grande,Bulgaria,19,2020,10
690,Linkin Park,Colombia,23,2017,1
691,Ed Sheeran,Colombia,20,2017,2
692,Carlos Vives,Colombia,17,2017,3
693,El Gran Martín Elías,Colombia,16,2017,4
694,Nicky Jam,Colombia,16,2017,5
695,Silvestre Dangond,Colombia,16,2017,6
696,Ozuna,Colombia,15,2017,7
697,Bruno Mars,Colombia,14,2017,8
698,Rodolfo Aicardi,Colombia,11,2017,9
699,Shakira,Colombia,10,2017,10
700,Coldplay,Costa Rica,25,2021,1
701,Myke Towers,Costa Rica,23,2021,2
702,Drake,Costa Rica,23,2021,3
703,Kanye West,Costa Rica,22,2021,4
704,Bad Bunny,Costa Rica,21,2021,5
705,Adele,Costa Rica,21,2021,6
706,Taylor Swift,Costa Rica,18,2021,7
707,Christian Nodal,Costa Rica,15,2021,8
708,J Balvin,Costa Rica,15,2021,9
709,Anuel AA,Costa Rica,14,2021,10
710,Linkin Park,Czech Republic,52,2017,1
711,Ed Sheeran,Czech Republic,40,2017,2
712,Dětský sbor Camerata,Czech Republic,30,2017,3
713,Eminem,Czech Republic,21,2017,4
714,Bambini Di Praga,Czech Republic,17,2017,5
715,Yzomandias,Czech Republic,16,2017,6
716,Imagine Dragons,Czech Republic,16,2017,7
717,Lana Del Rey,Czech Republic,16,2017,8
718,Ektor,Czech Republic,16,2017,9
719,Kendrick Lamar,Czech Republic,15,2017,10
720,Bambini Di Praga,Czech Republic,27,2020,1
721,CA$HANOVA BULHAR,Czech Republic,25,2020,2
722,Juice WRLD,Czech Republic,24,2020,3
723,Dětský sbor Camerata,Czech Republic,23,2020,4
724,Viktor Sheen,Czech Republic,21,2020,5
725,Eminem,Czech Republic,20,2020,6
726,STEIN27,Czech Republic,19,2020,7
727,Taylor Swift,Czech Republic,18,2020,8
728,Smack,Czech Republic,16,2020,9
729,Machine Gun Kelly,Czech Republic,15,2020,10
730,Miro Žbirka,Czech Republic,29,2021,1
731,Viktor Sheen,Czech Republic,26,2021,2
732,P T K,Czech Republic,23,2021,3
733,Kanye West,Czech Republic,23,2021,4
734,Billie Eilish,Czech Republic,22,2021,5
735,Ed Sheeran,Czech Republic,19,2021,6
736,Adele,Czech Republic,18,2021,7
737,Justin Bieber,Czech Republic,16,2021,8
738,"Sergei Barracuda, Hard Rico",Czech Republic,14,2021,9
739,CA$HANOVA BULHAR,Czech Republic,13,2021,10
740,Ed Sheeran,Denmark,31,2017,1
741,Eminem,Denmark,20,2017,2
742,Sam Smith,Denmark,18,2017,3
743,Rasmus Seebach,Denmark,18,2017,4
744,Drake,Denmark,15,2017,5
745,Kendrick Lamar,Denmark,15,2017,6
746,Justin Bieber,Denmark,14,2017,7
747,Scarlet Pleasure,Denmark,13,2017,8
748,Gulddreng,Denmark,12,2017,9
749,Michael Bublé,Denmark,12,2017,10
750,Kim Larsen,Denmark,61,2018,1
751,XXXTENTACION,Denmark,40,2018,2
752,Drake,Denmark,25,2018,3
753,Post Malone,Denmark,22,2018,4
754,Eminem,Denmark,19,2018,5
755,Shawn Mendes,Denmark,19,2018,6
756,Travis Scott,Denmark,19,2018,7
757,Gulddreng,Denmark,18,2018,8
758,Ariana Grande,Denmark,18,2018,9
759,Ude Af Kontrol,Denmark,17,2018,10
760,Taylor Swift,Denmark,30,2020,1
761,Artigeardit,Denmark,26,2020,2
762,Juice WRLD,Denmark,25,2020,3
763,Pop Smoke,Denmark,24,2020,4
764,Justin Bieber,Denmark,22,2020,5
765,Benjamin Hav,Denmark,22,2020,6
766,Benny Jamz,Denmark,21,2020,7
767,Stepz,Denmark,20,2020,8
768,Shu-Bi-Dua,Denmark,20,2020,9
769,Eminem,Denmark,20,2020,10
770,José José,Dominican Republic,24,2019,1
771,Ozuna,Dominican Republic,23,2019,2
772,Bad Bunny,Dominican Republic,19,2019,3
773,Ariana Grande,Dominican Republic,19,2019,4
774,Billie Eilish,Dominican Republic,15,2019,5
775,Juan Luis Guerra 4.40,Dominican Republic,14,2019,6
776,Vicente Garcia,Dominican Republic,13,2019,7
777,Post Malone,Dominican Republic,12,2019,8
778,Romeo Santos,Dominican Republic,12,2019,9
779,Luis Miguel,Dominican Republic,12,2019,10
780,Paulo Londra,Ecuador,18,2019,1
781,Ariana Grande,Ecuador,13,2019,2
782,Bad Bunny,Ecuador,12,2019,3
783,Morat,Ecuador,12,2019,4
784,Maluma,Ecuador,10,2019,5
785,Billie Eilish,Ecuador,9,2019,6
786,Luis Miguel,Ecuador,9,2019,7
787,Ozuna,Ecuador,9,2019,8
788,Sebastian Yatra,Ecuador,8,2019,9
789,Ed Sheeran,Ecuador,8,2019,10
790,Ed Sheeran,Finland,47,2019,1
791,JVG,Finland,26,2019,2
792,Lauri Tähkä,Finland,22,2019,3
793,Rammstein,Finland,21,2019,4
794,Ariana Grande,Finland,21,2019,5
795,Yö,Finland,20,2019,6
796,Billie Eilish,Finland,20,2019,7
797,Antti Tuisku,Finland,20,2019,8
798,Post Malone,Finland,19,2019,9
799,Juice WRLD,Finland,19,2019,10
800,Jul,France,64,2017,1
801,Johnny Hallyday,France,28,2017,2
802,Niro,France,25,2017,3
803,Lacrim,France,24,2017,4
804,Sadek,France,21,2017,5
805,Kaaris,France,21,2017,6
806,Linkin Park,France,21,2017,7
807,Ed Sheeran,France,20,2017,8
808,Sofiane,France,20,2017,9
809,Booba,France,20,2017,10
810,Taylor Swift,Global,38,2020,1
811,Lil Uzi Vert,Global,35,2020,2
812,BTS,Global,31,2020,3
813,Bad Bunny,Global,27,2020,4
814,Eminem,Global,27,2020,5
815,Juice WRLD,Global,27,2020,6
816,Pop Smoke,Global,22,2020,7
817,The Weeknd,Global,21,2020,8
818,Kid Cudi,Global,20,2020,9
819,Justin Bieber,Global,20,2020,10
820,Eminem,Greece,32,2020,1
821,Lil Uzi Vert,Greece,30,2020,2
822,BTS,Greece,26,2020,3
823,Pop Smoke,Greece,26,2020,4
824,Juice WRLD,Greece,24,2020,5
825,Taylor Swift,Greece,23,2020,6
826,Fy,Greece,22,2020,7
827,DaBaby,Greece,21,2020,8
828,The Weeknd,Greece,20,2020,9
829,Ariana Grande,Greece,19,2020,10
830,Ricardo Arjona,Guatemala,22,2017,1
831,Ed Sheeran,Guatemala,20,2017,2
832,Linkin Park,Guatemala,20,2017,3
833,Ozuna,Guatemala,14,2017,4
834,Michael Bublé,Guatemala,12,2017,5
835,Yandel,Guatemala,11,2017,6
836,Nicky Jam,Guatemala,9,2017,7
837,Maluma,Guatemala,9,2017,8
838,Maroon 5,Guatemala,9,2017,9
839,Sam Smith,Guatemala,8,2017,10
840,Paulo Londra,Guatemala,18,2019,1
841,Ariana Grande,Guatemala,16,2019,2
842,Bad Bunny,Guatemala,15,2019,3
843,Danny Ocean,Guatemala,15,2019,4
844,Ed Sheeran,Guatemala,12,2019,5
845,Banda MS de Sergio Lizárraga,Guatemala,12,2019,6
846,Post Malone,Guatemala,12,2019,7
847,Ozuna,Guatemala,11,2019,8
848,Morat,Guatemala,11,2019,9
849,Taylor Swift,Guatemala,10,2019,10
850,Ed Sheeran,Hungary,30,2019,1
851,Billie Eilish,Hungary,23,2019,2
852,Ariana Grande,Hungary,23,2019,3
853,Post Malone,Hungary,23,2019,4
854,Michael Bublé,Hungary,19,2019,5
855,Avicii,Hungary,17,2019,6
856,Juice WRLD,Hungary,17,2019,7
857,Slipknot,Hungary,15,2019,8
858,Taylor Swift,Hungary,15,2019,9
859,Follow The Flow,Hungary,14,2019,10
860,XXXTENTACION,Israel,29,2018,1
861,Drake,Israel,23,2018,2
862,Ariana Grande,Israel,19,2018,3
863,Travis Scott,Israel,18,2018,4
864,Post Malone,Israel,17,2018,5
865,Twenty One Pilots,Israel,16,2018,6
866,Eminem,Israel,15,2018,7
867,J. Cole,Israel,13,2018,8
868,Shawn Mendes,Israel,13,2018,9
869,Arctic Monkeys,Israel,12,2018,10
870,ONE OK ROCK,Japan,43,2017,1
871,Linkin Park,Japan,32,2017,2
872,Ed Sheeran,Japan,30,2017,3
873,Bruno Mars,Japan,26,2017,4
874,BTS,Japan,22,2017,5
875,Suchmos,Japan,21,2017,6
876,TWICE,Japan,20,2017,7
877,Coldplay,Japan,18,2017,8
878,AAA,Japan,15,2017,9
879,Kendrick Lamar,Japan,15,2017,10
880,Kenshi Yonezu,Japan,47,2020,1
881,BTS,Japan,43,2020,2
882,Official HIGE DANdism,Japan,36,2020,3
883,King Gnu,Japan,34,2020,4
884,ARASHI,Japan,27,2020,5
885,RADWIMPS,Japan,27,2020,6
886,aiko,Japan,23,2020,7
887,TWICE,Japan,19,2020,8
888,Mrs. GREEN APPLE,Japan,15,2020,9
889,Aimyon,Japan,15,2020,10
890,Drake,Luxembourg,21,2021,1
891,Pop Smoke,Luxembourg,19,2021,2
892,SCH,Luxembourg,13,2021,3
893,Adele,Luxembourg,12,2021,4
894,Orelsan,Luxembourg,12,2021,5
895,J. Cole,Luxembourg,12,2021,6
896,Justin Bieber,Luxembourg,10,2021,7
897,Damso,Luxembourg,10,2021,8
898,Booba,Luxembourg,8,2021,9
899,RAF Camora,Luxembourg,7,2021,10
900,BTS,Malaysia,37,2018,1
901,Drake,Malaysia,22,2018,2
902,Ariana Grande,Malaysia,20,2018,3
903,Post Malone,Malaysia,19,2018,4
904,XXXTENTACION,Malaysia,18,2018,5
905,Shawn Mendes,Malaysia,18,2018,6
906,Avicii,Malaysia,17,2018,7
907,Travis Scott,Malaysia,16,2018,8
908,EXO,Malaysia,16,2018,9
909,Eminem,Malaysia,13,2018,10
910,Luis Miguel,Mexico,37,2020,1
911,Bad Bunny,Mexico,33,2020,2
912,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Mexico,21,2020,3
913,Christian Nodal,Mexico,19,2020,4
914,Ariana Grande,Mexico,17,2020,5
915,The Weeknd,Mexico,16,2020,6
916,Lady Gaga,Mexico,15,2020,7
917,One Direction,Mexico,15,2020,8
918,Dua Lipa,Mexico,14,2020,9
919,Taylor Swift,Mexico,14,2020,10
920,ElGrandeToto,Morocco,32,2021,1
921,Kanye West,Morocco,28,2021,2
922,BTS,Morocco,27,2021,3
923,Pop Smoke,Morocco,25,2021,4
924,Drake,Morocco,23,2021,5
925,ISSAM,Morocco,22,2021,6
926,Damso,Morocco,22,2021,7
927,Tflow,Morocco,22,2021,8
928,Laylow,Morocco,21,2021,9
929,SCH,Morocco,19,2021,10
930,Taylor Swift,Nicaragua,11,2019,1
931,Eula Glover,Nicaragua,10,2019,2
932,Michele 99,Nicaragua,10,2019,3
933,Doris 68,Nicaragua,10,2019,4
934,Harold 69,Nicaragua,10,2019,5
935,HenryNorrell,Nicaragua,10,2019,6
936,TonyJones,Nicaragua,10,2019,7
937,Alan 1,Nicaragua,10,2019,8
938,Doris 666,Nicaragua,10,2019,9
939,Lucy Beahan,Nicaragua,10,2019,10
940,Bad Bunny,Nicaragua,33,2020,1
941,BTS,Nicaragua,27,2020,2
942,Taylor Swift,Nicaragua,21,2020,3
943,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Nicaragua,17,2020,4
944,The Weeknd,Nicaragua,15,2020,5
945,Lady Gaga,Nicaragua,14,2020,6
946,Ariana Grande,Nicaragua,14,2020,7
947,Anuel AA,Nicaragua,13,2020,8
948,One Direction,Nicaragua,13,2020,9
949,Christian Nodal,Nicaragua,12,2020,10
950,Bad Bunny,Nicaragua,25,2021,1
951,Adele,Nicaragua,20,2021,2
952,Anuel AA,Nicaragua,15,2021,3
953,Taylor Swift,Nicaragua,15,2021,4
954,Myke Towers,Nicaragua,14,2021,5
955,BTS,Nicaragua,12,2021,6
956,"Anuel AA, Ozuna",Nicaragua,12,2021,7
957,Olivia Rodrigo,Nicaragua,11,2021,8
958,Christian Nodal,Nicaragua,10,2021,9
959,Rauw Alejandro,Nicaragua,8,2021,10
960,Taylor Swift,Norway,29,2020,1
961,Juice WRLD,Norway,26,2020,2
962,Pop Smoke,Norway,24,2020,3
963,Eminem,Norway,21,2020,4
964,Justin Bieber,Norway,20,2020,5
965,Lil Uzi Vert,Norway,20,2020,6
966,The Weeknd,Norway,17,2020,7
967,DaBaby,Norway,17,2020,8
968,Drake,Norway,15,2020,9
969,Ariana Grande,Norway,15,2020,10
970,Ed Sheeran,Paraguay,19,2017,1
971,Linkin Park,Paraguay,17,2017,2
972,Ozuna,Paraguay,12,2017,3
973,Yandel,Paraguay,10,2017,4
974,Kchiporros,Paraguay,9,2017,5
975,Maluma,Paraguay,9,2017,6
976,BTS,Paraguay,8,2017,7
977,Major Lazer,Paraguay,7,2017,8
978,Bad Bunny,Paraguay,6,2017,9
979,MC Kevinho,Paraguay,6,2017,10
980,Bad Bunny,Paraguay,30,2020,1
981,BTS,Paraguay,27,2020,2
982,Joshua Dietrich,Paraguay,16,2020,3
983,Lady Gaga,Paraguay,14,2020,4
984,Anuel AA,Paraguay,14,2020,5
985,Maluma,Paraguay,12,2020,6
986,Binomio de Oro de América,Paraguay,12,2020,7
987,Taylor Swift,Paraguay,11,2020,8
988,Dua Lipa,Paraguay,11,2020,9
989,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Paraguay,11,2020,10
990,BTS,Peru,36,2020,1
991,Bad Bunny,Peru,28,2020,2
992,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",Peru,24,2020,3
993,Maluma,Peru,23,2020,4
994,Ariana Grande,Peru,17,2020,5
995,Los Toribianitos,Peru,15,2020,6
996,Lady Gaga,Peru,14,2020,7
997,Anuel AA,Peru,13,2020,8
998,Dua Lipa,Peru,13,2020,9
999,One Direction,Peru,12,2020,10
1000,Ariana Grande,Poland,23,2019,1
1001,Billie Eilish,Poland,21,2019,2
1002,chillwagon,Poland,19,2019,3
1003,schafter,Poland,19,2019,4
1004,Ed Sheeran,Poland,17,2019,5
1005,Dawid Podsiadło,Poland,16,2019,6
1006,Post Malone,Poland,15,2019,7
1007,PRO8L3M,Poland,15,2019,8
1008,Lana Del Rey,Poland,14,2019,9
1009,Otsochodzi,Poland,12,2019,10
1010,Linkin Park,Portugal,39,2017,1
1011,Ed Sheeran,Portugal,28,2017,2
1012,Eminem,Portugal,20,2017,3
1013,Piruka,Portugal,19,2017,4
1014,Sam Smith,Portugal,18,2017,5
1015,Richie Campbell,Portugal,16,2017,6
1016,Drake,Portugal,16,2017,7
1017,Imagine Dragons,Portugal,16,2017,8
1018,Foo Fighters,Portugal,16,2017,9
1019,Kendrick Lamar,Portugal,15,2017,10
1020,XXXTENTACION,Portugal,40,2018,1
1021,Imagine Dragons,Portugal,25,2018,2
1022,Drake,Portugal,25,2018,3
1023,BTS,Portugal,22,2018,4
1024,Post Malone,Portugal,22,2018,5
1025,Arctic Monkeys,Portugal,22,2018,6
1026,Travis Scott,Portugal,20,2018,7
1027,Ariana Grande,Portugal,19,2018,8
1028,Shawn Mendes,Portugal,19,2018,9
1029,Eminem,Portugal,17,2018,10
1030,Taylor Swift,Portugal,33,2020,1
1031,BTS,Portugal,24,2020,2
1032,Juice WRLD,Portugal,24,2020,3
1033,Pop Smoke,Portugal,21,2020,4
1034,Eminem,Portugal,21,2020,5
1035,Lil Uzi Vert,Portugal,20,2020,6
1036,The Weeknd,Portugal,20,2020,7
1037,Ariana Grande,Portugal,19,2020,8
1038,Justin Bieber,Portugal,18,2020,9
1039,Lady Gaga,Portugal,16,2020,10
1040,Kanye West,Portugal,28,2021,1
1041,Billie Eilish,Portugal,25,2021,2
1042,Pop Smoke,Portugal,24,2021,3
1043,Drake,Portugal,24,2021,4
1044,Marília Mendonça,Portugal,24,2021,5
1045,Taylor Swift,Portugal,24,2021,6
1046,Adele,Portugal,20,2021,7
1047,Wet Bed Gang,Portugal,19,2021,8
1048,Ed Sheeran,Portugal,18,2021,9
1049,"Tyler, The Creator",Portugal,16,2021,10
1050,XXXTENTACION,Romania,43,2018,1
1051,BTS,Romania,26,2018,2
1052,Drake,Romania,23,2018,3
1053,Post Malone,Romania,20,2018,4
1054,Travis Scott,Romania,20,2018,5
1055,Ariana Grande,Romania,19,2018,6
1056,Quavo,Romania,18,2018,7
1057,A$AP Rocky,Romania,17,2018,8
1058,Avicii,Romania,16,2018,9
1059,Eminem,Romania,16,2018,10
1060,Lil Uzi Vert,Romania,37,2020,1
1061,Eminem,Romania,33,2020,2
1062,BTS,Romania,31,2020,3
1063,Nane,Romania,31,2020,4
1064,Taylor Swift,Romania,30,2020,5
1065,Juice WRLD,Romania,26,2020,6
1066,Playboi Carti,Romania,25,2020,7
1067,Pop Smoke,Romania,25,2020,8
1068,Killa Fonic,Romania,25,2020,9
1069,The Weeknd,Romania,23,2020,10
1070,Ed Sheeran,Spain,27,2017,1
1071,Pablo Alborán,Spain,17,2017,2
1072,C. Tangana,Spain,13,2017,3
1073,El Barrio,Spain,12,2017,4
1074,Joaquín Sabina,Spain,12,2017,5
1075,Linkin Park,Spain,12,2017,6
1076,Vetusta Morla,Spain,10,2017,7
1077,Ozuna,Spain,10,2017,8
1078,The xx,Spain,10,2017,9
1079,Taburete,Spain,10,2017,10
1080,Myke Towers,Spain,27,2021,1
1081,Anuel AA,Spain,16,2021,2
1082,Bad Bunny,Spain,15,2021,3
1083,Adele,Spain,14,2021,4
1084,Rauw Alejandro,Spain,14,2021,5
1085,Kanye West,Spain,12,2021,6
1086,Morad,Spain,12,2021,7
1087,"Anuel AA, Ozuna",Spain,12,2021,8
1088,Olivia Rodrigo,Spain,11,2021,9
1089,J Balvin,Spain,11,2021,10
1090,Avicii,Sweden,39,2018,1
1091,XXXTENTACION,Sweden,35,2018,2
1092,Ed Sheeran,Sweden,24,2018,3
1093,Drake,Sweden,24,2018,4
1094,Post Malone,Sweden,22,2018,5
1095,Eminem,Sweden,20,2018,6
1096,Travis Scott,Sweden,19,2018,7
1097,Hov1,Sweden,19,2018,8
1098,Ariana Grande,Sweden,18,2018,9
1099,Håkan Hellström,Sweden,17,2018,10
1100,Yasin,Sweden,28,2020,1
1101,Ant Wan,Sweden,26,2020,2
1102,Juice WRLD,Sweden,24,2020,3
1103,Taylor Swift,Sweden,21,2020,4
1104,Pop Smoke,Sweden,20,2020,5
1105,Justin Bieber,Sweden,19,2020,6
1106,Eminem,Sweden,18,2020,7
1107,Dree Low,Sweden,17,2020,8
1108,The Weeknd,Sweden,16,2020,9
1109,Einár,Sweden,15,2020,10
1110,Taylor Swift,Taiwan,38,2020,1
1111,BTS,Taiwan,33,2020,2
1112,G.E.M.,Taiwan,19,2020,3
1113,Hebe Tien,Taiwan,18,2020,4
1114,Lauv,Taiwan,16,2020,5
1115,Lady Gaga,Taiwan,15,2020,6
1116,TWICE,Taiwan,15,2020,7
1117,E.SO,Taiwan,15,2020,8
1118,Justin Bieber,Taiwan,14,2020,9
1119,Eric Chou,Taiwan,14,2020,10
1120,Adele,Taiwan,18,2021,1
1121,Justin Bieber,Taiwan,18,2021,2
1122,Taylor Swift,Taiwan,17,2021,3
1123,G.E.M.,Taiwan,17,2021,4
1124,Ed Sheeran,Taiwan,15,2021,5
1125,告五人,Taiwan,14,2021,6
1126,Hebe Tien,Taiwan,14,2021,7
1127,BTS,Taiwan,13,2021,8
1128,TWICE,Taiwan,13,2021,9
1129,IU,Taiwan,13,2021,10
1130,BTS,Thailand,42,2018,1
1131,iKON,Thailand,23,2018,2
1132,Wanna One,Thailand,22,2018,3
1133,Imagine Dragons,Thailand,22,2018,4
1134,GOT7,Thailand,19,2018,5
1135,Ariana Grande,Thailand,19,2018,6
1136,Red Velvet,Thailand,18,2018,7
1137,BNK48,Thailand,17,2018,8
1138,EXO,Thailand,17,2018,9
1139,Avicii,Thailand,16,2018,10
1140,Billie Eilish,Turkey,18,2019,1
1141,Ariana Grande,Turkey,16,2019,2
1142,Sagopa Kajmer,Turkey,14,2019,3
1143,Ezhel,Turkey,13,2019,4
1144,Adamlar,Turkey,13,2019,5
1145,"Ufo361, Ezhel",Turkey,12,2019,6
1146,Ben Fero,Turkey,11,2019,7
1147,Norm Ender,Turkey,11,2019,8
1148,Merve Özbey,Turkey,10,2019,9
1149,Taylor Swift,Turkey,9,2019,10
1150,MORGENSHTERN,Ukraine,33,2021,1
1151,FACE,Ukraine,29,2021,2
1152,OG Buda,Ukraine,27,2021,3
1153,Kanye West,Ukraine,25,2021,4
1154,Måneskin,Ukraine,22,2021,5
1155,GONE.Fludd,Ukraine,21,2021,6
1156,Scriptonite,Ukraine,19,2021,7
1157,LOVV66,Ukraine,18,2021,8
1158,Zemfira,Ukraine,17,2021,9
1159,Markul,Ukraine,17,2021,10
1160,Taylor Swift,United Arab Emirates,18,2019,1
1161,Post Malone,United Arab Emirates,17,2019,2
1162,Ed Sheeran,United Arab Emirates,12,2019,3
1163,Harry Styles,United Arab Emirates,11,2019,4
1164,XXXTENTACION,United Arab Emirates,11,2019,5
1165,Ariana Grande,United Arab Emirates,8,2019,6
1166,Camila Cabello,United Arab Emirates,7,2019,7
1167,Juice WRLD,United Arab Emirates,7,2019,8
1168,Michael Bublé,United Arab Emirates,7,2019,9
1169,Billie Eilish,United Arab Emirates,7,2019,10
1170,Taylor Swift,United Arab Emirates,36,2020,1
1171,BTS,United Arab Emirates,33,2020,2
1172,Lil Uzi Vert,United Arab Emirates,31,2020,3
1173,Eminem,United Arab Emirates,28,2020,4
1174,Juice WRLD,United Arab Emirates,26,2020,5
1175,Pop Smoke,United Arab Emirates,21,2020,6
1176,The Weeknd,United Arab Emirates,20,2020,7
1177,Kid Cudi,United Arab Emirates,19,2020,8
1178,Ariana Grande,United Arab Emirates,19,2020,9
1179,Playboi Carti,United Arab Emirates,17,2020,10
1180,Taylor Swift,United Arab Emirates,68,2021,1
1181,Kanye West,United Arab Emirates,28,2021,2
1182,Drake,United Arab Emirates,26,2021,3
1183,Pop Smoke,United Arab Emirates,26,2021,4
1184,Billie Eilish,United Arab Emirates,23,2021,5
1185,Adele,United Arab Emirates,22,2021,6
1186,Justin Bieber,United Arab Emirates,20,2021,7
1187,BTS,United Arab Emirates,20,2021,8
1188,Ed Sheeran,United Arab Emirates,19,2021,9
1189,Polo G,United Arab Emirates,17,2021,10
1190,XXXTENTACION,United Kingdom,42,2018,1
1191,Drake,United Kingdom,29,2018,2
1192,Little Mix,United Kingdom,23,2018,3
1193,Ariana Grande,United Kingdom,22,2018,4
1194,Post Malone,United Kingdom,22,2018,5
1195,Eminem,United Kingdom,21,2018,6
1196,Michael Bublé,United Kingdom,19,2018,7
1197,Travis Scott,United Kingdom,19,2018,8
1198,Arctic Monkeys,United Kingdom,19,2018,9
1199,Ed Sheeran,United Kingdom,17,2018,10
1200,Taylor Swift,Uruguay,36,2021,1
1201,No Te Va Gustar,Uruguay,15,2021,2
1202,Duki,Uruguay,12,2021,3
1203,WOS,Uruguay,12,2021,4
1204,Olivia Rodrigo,Uruguay,11,2021,5
1205,Billie Eilish,Uruguay,10,2021,6
1206,Rauw Alejandro,Uruguay,10,2021,7
1207,Justin Bieber,Uruguay,10,2021,8
1208,LIT killah,Uruguay,9,2021,9
1209,Camilo,Uruguay,9,2021,10
1210,Soda Stereo,Argentina,26,2017,1
1211,Ed Sheeran,Argentina,21,2017,2
1212,Ozuna,Argentina,14,2017,3
1213,Coldplay,Argentina,14,2017,4
1214,Maluma,Argentina,12,2017,5
1215,Rombai,Argentina,11,2017,6
1216,Marama,Argentina,11,2017,7
1217,Charly García,Argentina,10,2017,8
1218,Harry Styles,Argentina,10,2017,9
1219,Agapornis,Argentina,10,2017,10
1220,BTS,Argentina,20,2018,1
1221,Ariana Grande,Argentina,18,2018,2
1222,Twenty One Pilots,Argentina,15,2018,3
1223,Bad Bunny,Argentina,15,2018,4
1224,Shawn Mendes,Argentina,14,2018,5
1225,Luis Miguel,Argentina,13,2018,6
1226,Queen,Argentina,12,2018,7
1227,Paulo Londra,Argentina,12,2018,8
1228,Arctic Monkeys,Argentina,12,2018,9
1229,XXXTENTACION,Argentina,11,2018,10
1230,XXXTENTACION,Australia,43,2018,1
1231,Drake,Australia,27,2018,2
1232,Ed Sheeran,Australia,24,2018,3
1233,Post Malone,Australia,23,2018,4
1234,Ariana Grande,Australia,20,2018,5
1235,Travis Scott,Australia,20,2018,6
1236,Michael Bublé,Australia,19,2018,7
1237,A$AP Rocky,Australia,18,2018,8
1238,Avicii,Australia,17,2018,9
1239,Shawn Mendes,Australia,17,2018,10
1240,Taylor Swift,Australia,63,2021,1
1241,Kanye West,Australia,31,2021,2
1242,Pop Smoke,Australia,25,2021,3
1243,Juice WRLD,Australia,24,2021,4
1244,Adele,Australia,24,2021,5
1245,Billie Eilish,Australia,23,2021,6
1246,The Kid LAROI,Australia,23,2021,7
1247,Drake,Australia,23,2021,8
1248,Polo G,Australia,22,2021,9
1249,Ed Sheeran,Australia,22,2021,10
1250,Linkin Park,Austria,36,2017,1
1251,Ed Sheeran,Austria,27,2017,2
1252,Eminem,Austria,21,2017,3
1253,SpongeBOZZ,Austria,18,2017,4
1254,Michael Bublé,Austria,17,2017,5
1255,RAF Camora,Austria,17,2017,6
1256,"KC Rebell, Summer Cem",Austria,16,2017,7
1257,Cro,Austria,16,2017,8
1258,Kendrick Lamar,Austria,15,2017,9
1259,RIN,Austria,15,2017,10
1260,XXXTENTACION,Austria,38,2018,1
1261,Capital Bra,Austria,28,2018,2
1262,Ufo361,Austria,25,2018,3
1263,Drake,Austria,24,2018,4
1264,Summer Cem,Austria,21,2018,5
1265,Post Malone,Austria,21,2018,6
1266,Ed Sheeran,Austria,20,2018,7
1267,Travis Scott,Austria,19,2018,8
1268,Avicii,Austria,19,2018,9
1269,Kollegah,Austria,18,2018,10
1270,Paulo Londra,Bolivia,18,2019,1
1271,Ariana Grande,Bolivia,13,2019,2
1272,Maluma,Bolivia,13,2019,3
1273,Sebastian Yatra,Bolivia,12,2019,4
1274,BTS,Bolivia,11,2019,5
1275,HillopGonzales,Bolivia,11,2019,6
1276,Ed Sheeran,Bolivia,11,2019,7
