,artist,region,n,year,Rank
2969,XXXTENTACION,New Zealand,13,2017,10
2970,Taylor Swift,New Zealand,56,2021,1
2971,Kanye West,New Zealand,29,2021,2
2972,SIX60,New Zealand,28,2021,3
2973,Adele,New Zealand,24,2021,4
2974,Billie Eilish,New Zealand,23,2021,5
2975,Drake,New Zealand,22,2021,6
2976,Pop Smoke,New Zealand,22,2021,7
2977,Ed Sheeran,New Zealand,21,2021,8
2978,Justin Bieber,New Zealand,19,2021,9
2979,J. Cole,New Zealand,17,2021,10
2980,Ed Sheeran,Norway,31,2017,1
2981,Eminem,Norway,20,2017,2
2982,Sam Smith,Norway,18,2017,3
2983,Kendrick Lamar,Norway,15,2017,4
2984,Karpe,Norway,15,2017,5
2985,Drake,Norway,15,2017,6
2986,Zara Larsson,Norway,14,2017,7
2987,Cezinando,Norway,13,2017,8
2988,"Kurt Nilsen, The Norwegian Radio Orchestra",Norway,13,2017,9
2989,Imagine Dragons,Norway,13,2017,10
2990,Bad Bunny,Panama,32,2020,1
2991,BTS,Panama,27,2020,2
2992,Myke Towers,Panama,24,2020,3
2993,Taylor Swift,Panama,19,2020,4
2994,Maluma,Panama,18,2020,5
2995,Justin Bieber,Panama,18,2020,6
2996,Tito Rojas,Panama,17,2020,7
2997,Ariana Grande,Panama,17,2020,8
2998,Lady Gaga,Panama,15,2020,9
2999,The Weeknd,Panama,15,2020,10
3000,Paulo Londra,Paraguay,19,2019,1
3001,Don Omar,Paraguay,18,2019,2
3002,Bad Bunny,Paraguay,15,2019,3
3003,Ozuna,Paraguay,13,2019,4
3004,Ariana Grande,Paraguay,13,2019,5
3005,Wisin & Yandel,Paraguay,12,2019,6
3006,Arctic Monkeys,Paraguay,12,2019,7
3007,Twenty One Pilots,Paraguay,10,2019,8
3008,Tierra Adentro,Paraguay,10,2019,9
3009,Ed Sheeran,Paraguay,9,2019,10
3010,Paulo Londra,Peru,18,2019,1
3011,Los Toribianitos,Peru,16,2019,2
3012,Ariana Grande,Peru,15,2019,3
3013,Daniela Darcourt,Peru,13,2019,4
3014,Bad Bunny,Peru,13,2019,5
3015,Ozuna,Peru,11,2019,6
3016,Maluma,Peru,10,2019,7
3017,Luis Miguel,Peru,10,2019,8
3018,José José,Peru,9,2019,9
3019,Camilo Sesto,Peru,9,2019,10
3020,Taylor Swift,Saudi Arabia,19,2019,1
3021,BTS,Saudi Arabia,19,2019,2
3022,Post Malone,Saudi Arabia,17,2019,3
3023,XXXTENTACION,Saudi Arabia,11,2019,4
3024,Billie Eilish,Saudi Arabia,11,2019,5
3025,Sharikaaokayo'neill,Saudi Arabia,10,2019,6
3026,SUPER JUNIOR,Saudi Arabia,10,2019,7
3027,Andrea E Gonzalez,Saudi Arabia,9,2019,8
3028,Ed Sheeran,Saudi Arabia,8,2019,9
3029,Juttarrrrogers,Saudi Arabia,8,2019,10
3030,Drake,Saudi Arabia,25,2021,1
3031,Kanye West,Saudi Arabia,24,2021,2
3032,Taylor Swift,Saudi Arabia,23,2021,3
3033,BTS,Saudi Arabia,18,2021,4
3034,Adele,Saudi Arabia,17,2021,5
3035,Billie Eilish,Saudi Arabia,16,2021,6
3036,Abdullah Al Farwan,Saudi Arabia,14,2021,7
3037,KSI,Saudi Arabia,13,2021,8
3038,J. Cole,Saudi Arabia,13,2021,9
3039,Fahed Bin Fasla,Saudi Arabia,11,2021,10
3040,BTS,Singapore,34,2018,1
3041,Drake,Singapore,22,2018,2
3042,Jay Chou,Singapore,21,2018,3
3043,Ariana Grande,Singapore,20,2018,4
3044,Shawn Mendes,Singapore,19,2018,5
3045,Post Malone,Singapore,19,2018,6
3046,Avicii,Singapore,19,2018,7
3047,JJ Lin,Singapore,18,2018,8
3048,Khalid,Singapore,15,2018,9
3049,Eminem,Singapore,13,2018,10
3050,XXXTENTACION,Slovakia,38,2018,1
3051,Post Malone,Slovakia,20,2018,2
3052,Imagine Dragons,Slovakia,19,2018,3
3053,Travis Scott,Slovakia,19,2018,4
3054,Ariana Grande,Slovakia,19,2018,5
3055,A$AP Rocky,Slovakia,17,2018,6
3056,Avicii,Slovakia,17,2018,7
3057,Drake,Slovakia,17,2018,8
3058,Shawn Mendes,Slovakia,16,2018,9
3059,Twenty One Pilots,Slovakia,15,2018,10
3060,BTS,Slovakia,25,2020,1
3061,Playboi Carti,Slovakia,25,2020,2
3062,Juice WRLD,Slovakia,24,2020,3
3063,Eminem,Slovakia,22,2020,4
3064,Lil Uzi Vert,Slovakia,20,2020,5
3065,The Weeknd,Slovakia,20,2020,6
3066,Justin Bieber,Slovakia,19,2020,7
3067,Viktor Sheen,Slovakia,18,2020,8
3068,Ariana Grande,Slovakia,17,2020,9
3069,Taylor Swift,Slovakia,16,2020,10
3070,XXXTENTACION,South Africa,29,2018,1
3071,Drake,South Africa,25,2018,2
3072,Lil Wayne,South Africa,22,2018,3
3073,Post Malone,South Africa,20,2018,4
3074,Travis Scott,South Africa,19,2018,5
3075,Ariana Grande,South Africa,18,2018,6
3076,Nicki Minaj,South Africa,17,2018,7
3077,6LACK,South Africa,14,2018,8
3078,Nasty C,South Africa,14,2018,9
3079,Michael Bublé,South Africa,13,2018,10
3080,Taylor Swift,South Africa,38,2020,1
3081,Eminem,South Africa,30,2020,2
3082,Juice WRLD,South Africa,27,2020,3
3083,Pop Smoke,South Africa,25,2020,4
3084,BTS,South Africa,24,2020,5
3085,Lil Uzi Vert,South Africa,23,2020,6
3086,Spoegwolf,South Africa,23,2020,7
3087,Future,South Africa,21,2020,8
3088,DaBaby,South Africa,21,2020,9
3089,Kid Cudi,South Africa,20,2020,10
3090,Ed Sheeran,Sweden,32,2017,1
3091,Eminem,Sweden,21,2017,2
3092,Coldplay,Sweden,21,2017,3
3093,Sam Smith,Sweden,19,2017,4
3094,Zara Larsson,Sweden,16,2017,5
3095,Drake,Sweden,15,2017,6
3096,Kendrick Lamar,Sweden,15,2017,7
3097,Håkan Hellström,Sweden,14,2017,8
3098,Oskar Linnros,Sweden,12,2017,9
3099,Sia,Sweden,12,2017,10
3100,Avicii,Sweden,26,2019,1
3101,Ed Sheeran,Sweden,25,2019,2
3102,Ant Wan,Sweden,24,2019,3
3103,Post Malone,Sweden,21,2019,4
3104,Ariana Grande,Sweden,20,2019,5
3105,Billie Eilish,Sweden,20,2019,6
3106,Veronica Maggio,Sweden,18,2019,7
3107,Molly Sandén,Sweden,18,2019,8
3108,Dree Low,Sweden,15,2019,9
3109,Beyoncé,Sweden,15,2019,10
3110,XXXTENTACION,Switzerland,40,2018,1
3111,Damso,Switzerland,27,2018,2
3112,Capital Bra,Switzerland,26,2018,3
3113,Ufo361,Switzerland,24,2018,4
3114,Drake,Switzerland,24,2018,5
3115,Imagine Dragons,Switzerland,21,2018,6
3116,Post Malone,Switzerland,21,2018,7
3117,Eminem,Switzerland,21,2018,8
3118,Ariana Grande,Switzerland,19,2018,9
3119,Travis Scott,Switzerland,19,2018,10
3120,PNL,Switzerland,24,2019,1
3121,Nekfeu,Switzerland,23,2019,2
3122,Ed Sheeran,Switzerland,22,2019,3
3123,Capital Bra,Switzerland,22,2019,4
3124,Post Malone,Switzerland,21,2019,5
3125,MERO,Switzerland,20,2019,6
3126,Ariana Grande,Switzerland,20,2019,7
3127,Billie Eilish,Switzerland,20,2019,8
3128,Ninho,Switzerland,19,2019,9
3129,Roméo Elvis,Switzerland,19,2019,10
3130,BTS,Thailand,39,2019,1
3131,Taylor Swift,Thailand,22,2019,2
3132,Ariana Grande,Thailand,21,2019,3
3133,BLACKPINK,Thailand,19,2019,4
3134,Red Velvet,Thailand,19,2019,5
3135,Ed Sheeran,Thailand,17,2019,6
3136,GOT7,Thailand,15,2019,7
3137,TAEYEON,Thailand,14,2019,8
3138,TOMORROW X TOGETHER,Thailand,13,2019,9
3139,Post Malone,Thailand,12,2019,10
3140,BTS,Turkey,19,2020,1
3141,Sezen Aksu,Turkey,15,2020,2
3142,The Weeknd,Turkey,14,2020,3
3143,Emir Can İğrek,Turkey,14,2020,4
3144,Şehinşah,Turkey,13,2020,5
3145,Ceg,Turkey,13,2020,6
3146,Eminem,Turkey,11,2020,7
3147,Ben Fero,Turkey,11,2020,8
3148,Motive,Turkey,11,2020,9
3149,Ati242,Turkey,10,2020,10
3150,Dolu Kadehi Ters Tut,Turkey,13,2021,1
3151,Duman,Turkey,12,2021,2
3152,Adamlar,Turkey,12,2021,3
3153,Emir Can İğrek,Turkey,12,2021,4
3154,Sezen Aksu,Turkey,12,2021,5
3155,Zeynep Bastık,Turkey,11,2021,6
3156,UZI,Turkey,11,2021,7
3157,Lil Zey,Turkey,10,2021,8
3158,BEGE,Turkey,9,2021,9
3159,Drake,Turkey,9,2021,10
3160,XXXTENTACION,United States,44,2018,1
3161,Mac Miller,United States,29,2018,2
3162,Drake,United States,28,2018,3
3163,Lil Baby,United States,25,2018,4
3164,Lil Wayne,United States,25,2018,5
3165,Post Malone,United States,23,2018,6
3166,Logic,United States,23,2018,7
3167,Trippie Redd,United States,23,2018,8
3168,Meek Mill,United States,22,2018,9
3169,Migos,United States,21,2018,10
3170,Juice WRLD,United States,41,2019,1
3171,Drake,United States,31,2019,2
3172,Future,United States,29,2019,3
3173,Billie Eilish,United States,24,2019,4
3174,Ariana Grande,United States,24,2019,5
3175,Trippie Redd,United States,23,2019,6
3176,Post Malone,United States,23,2019,7
3177,Young Thug,United States,22,2019,8
3178,Khalid,United States,22,2019,9
3179,Taylor Swift,United States,22,2019,10
3180,YoungBoy Never Broke Again,United States,44,2020,1
3181,Lil Uzi Vert,United States,40,2020,2
3182,Taylor Swift,United States,38,2020,3
3183,Eminem,United States,31,2020,4
3184,Pop Smoke,United States,31,2020,5
3185,Juice WRLD,United States,30,2020,6
3186,Lil Baby,United States,29,2020,7
3187,BTS,United States,27,2020,8
3188,DaBaby,United States,27,2020,9
3189,Bad Bunny,United States,27,2020,10
3190,BTS,Vietnam,46,2018,1
3191,Ariana Grande,Vietnam,20,2018,2
3192,Avicii,Vietnam,17,2018,3
3193,EXO,Vietnam,16,2018,4
3194,Mỹ Tâm,Vietnam,15,2018,5
3195,WINNER,Vietnam,15,2018,6
3196,Đông Nhi,Vietnam,15,2018,7
3197,Charlie Puth,Vietnam,14,2018,8
3198,iKON,Vietnam,12,2018,9
3199,BLACKPINK,Vietnam,12,2018,10
3200,BTS,Vietnam,29,2019,1
3201,Taylor Swift,Vietnam,29,2019,2
3202,Ariana Grande,Vietnam,23,2019,3
3203,Billie Eilish,Vietnam,21,2019,4
3204,Vũ.,Vietnam,17,2019,5
3205,BLACKPINK,Vietnam,16,2019,6
3206,Ngọt,Vietnam,16,2019,7
3207,Ed Sheeran,Vietnam,15,2019,8
3208,Mỹ Tâm,Vietnam,15,2019,9
3209,TAEYEON,Vietnam,14,2019,10
