,artist,region,n,year,Rank
1895,Ed Sheeran,Paraguay,1302,2018,6
1896,Paulo Londra,Paraguay,1034,2018,7
1897,Zion & Lennox,Paraguay,1014,2018,8
1898,Manuel Turizo,Paraguay,1013,2018,9
1899,Danny Ocean,Paraguay,1008,2018,10
1900,Bad Bunny,Paraguay,3075,2021,1
1901,Binomio de Oro de América,Paraguay,1452,2021,2
1902,Rauw Alejandro,Paraguay,1251,2021,3
1903,Cumbia Juan,Paraguay,967,2021,4
1904,Los Angeles De Charly,Paraguay,936,2021,5
1905,Olivia Rodrigo,Paraguay,817,2021,6
1906,Sech,Paraguay,809,2021,7
1907,Maluma,Paraguay,788,2021,8
1908,Paulo Londra,Paraguay,699,2021,9
1909,KAROL G,Paraguay,684,2021,10
1910,Ed Sheeran,Peru,2125,2017,1
1911,Ozuna,Peru,1778,2017,2
1912,Los 4,Peru,1743,2017,3
1913,Maluma,Peru,1565,2017,4
1914,Bruno Mars,Peru,1481,2017,5
1915,CNCO,Peru,1360,2017,6
1916,Nicky Jam,Peru,1126,2017,7
1917,Reik,Peru,1025,2017,8
1918,Bad Bunny,Peru,805,2017,9
1919,Major Lazer,Peru,760,2017,10
1920,Ed Sheeran,Philippines,3389,2017,1
1921,Bruno Mars,Philippines,1447,2017,2
1922,LANY,Philippines,1195,2017,3
1923,Charlie Puth,Philippines,1012,2017,4
1924,Little Mix,Philippines,857,2017,5
1925,Silent Sanctuary,Philippines,856,2017,6
1926,The Script,Philippines,853,2017,7
1927,The Chainsmokers,Philippines,851,2017,8
1928,Maroon 5,Philippines,827,2017,9
1929,Coldplay,Philippines,731,2017,10
1930,Ben&Ben,Philippines,3236,2021,1
1931,Taylor Swift,Philippines,2185,2021,2
1932,BTS,Philippines,2029,2021,3
1933,Olivia Rodrigo,Philippines,1972,2021,4
1934,Justin Bieber,Philippines,1576,2021,5
1935,Ariana Grande,Philippines,1552,2021,6
1936,Ed Sheeran,Philippines,1394,2021,7
1937,BLACKPINK,Philippines,1080,2021,8
1938,LANY,Philippines,1024,2021,9
1939,TWICE,Philippines,980,2021,10
1940,Taco Hemingway,Poland,3164,2017,1
1941,Ed Sheeran,Poland,3146,2017,2
1942,Imagine Dragons,Poland,1661,2017,3
1943,Quebonafide,Poland,1434,2017,4
1944,Major Lazer,Poland,1079,2017,5
1945,Shawn Mendes,Poland,990,2017,6
1946,Twenty One Pilots,Poland,866,2017,7
1947,Paluch,Poland,865,2017,8
1948,Clean Bandit,Poland,714,2017,9
1949,Sia,Poland,687,2017,10
1950,Taco Hemingway,Poland,2706,2018,1
1951,"TACONAFIDE, Quebonafide, Taco Hemingway",Poland,2333,2018,2
1952,Dawid Podsiadło,Poland,1560,2018,3
1953,Imagine Dragons,Poland,1357,2018,4
1954,XXXTENTACION,Poland,1221,2018,5
1955,Young Igi,Poland,1058,2018,6
1956,"Bedoes, Kubi Producent",Poland,1006,2018,7
1957,Ed Sheeran,Poland,954,2018,8
1958,Post Malone,Poland,884,2018,9
1959,Dua Lipa,Poland,760,2018,10
1960,MORGENSHTERN,Russia,1990,2021,1
1961,Miyagi & Andy Panda,Russia,1838,2021,2
1962,Scriptonite,Russia,1349,2021,3
1963,ROCKET,Russia,1245,2021,4
1964,GONE.Fludd,Russia,1111,2021,5
1965,SLAVA MARLOW,Russia,953,2021,6
1966,Korol i Shut,Russia,942,2021,7
1967,Big Baby Tape,Russia,909,2021,8
1968,FACE,Russia,872,2021,9
1969,SODA LUV,Russia,848,2021,10
1970,XXXTENTACION,Saudi Arabia,2766,2020,1
1971,BTS,Saudi Arabia,1716,2020,2
1972,Billie Eilish,Saudi Arabia,1699,2020,3
1973,Fahed Bin Fasla,Saudi Arabia,1677,2020,4
1974,Travis Scott,Saudi Arabia,1471,2020,5
1975,Aseel Hameem,Saudi Arabia,1424,2020,6
1976,Juice WRLD,Saudi Arabia,1385,2020,7
1977,Imagine Dragons,Saudi Arabia,1197,2020,8
1978,Post Malone,Saudi Arabia,996,2020,9
1979,Ali Saber,Saudi Arabia,884,2020,10
1980,Ed Sheeran,Singapore,2342,2021,1
1981,Eric Chou,Singapore,1914,2021,2
1982,Justin Bieber,Singapore,1764,2021,3
1983,Olivia Rodrigo,Singapore,1660,2021,4
1984,Taylor Swift,Singapore,1516,2021,5
1985,BTS,Singapore,1511,2021,6
1986,JJ Lin,Singapore,1337,2021,7
1987,Ariana Grande,Singapore,1185,2021,8
1988,BLACKPINK,Singapore,1068,2021,9
1989,The Weeknd,Singapore,1002,2021,10
1990,Nerieš,Slovakia,1335,2021,1
1991,Olivia Rodrigo,Slovakia,1250,2021,2
1992,Separ,Slovakia,1214,2021,3
1993,DMS,Slovakia,1147,2021,4
1994,The Weeknd,Slovakia,1108,2021,5
1995,Dua Lipa,Slovakia,1098,2021,6
1996,Gleb,Slovakia,1071,2021,7
1997,Justin Bieber,Slovakia,1024,2021,8
1998,Yzomandias,Slovakia,940,2021,9
1999,Billie Eilish,Slovakia,872,2021,10
2000,BTS,South Korea,6408,2021,1
2001,IU,South Korea,3050,2021,2
2002,Justin Bieber,South Korea,2384,2021,3
2003,BLACKPINK,South Korea,1420,2021,4
2004,Ariana Grande,South Korea,1183,2021,5
2005,Ed Sheeran,South Korea,985,2021,6
2006,Olivia Rodrigo,South Korea,968,2021,7
2007,Doja Cat,South Korea,927,2021,8
2008,Dua Lipa,South Korea,909,2021,9
2009,Lauv,South Korea,891,2021,10
2010,Ed Sheeran,Switzerland,3076,2017,1
2011,Imagine Dragons,Switzerland,879,2017,2
2012,Damso,Switzerland,837,2017,3
2013,Major Lazer,Switzerland,830,2017,4
2014,Alan Walker,Switzerland,741,2017,5
2015,The Chainsmokers,Switzerland,717,2017,6
2016,Kendrick Lamar,Switzerland,708,2017,7
2017,Clean Bandit,Switzerland,704,2017,8
2018,Shawn Mendes,Switzerland,698,2017,9
2019,Drake,Switzerland,653,2017,10
2020,Sezen Aksu,Turkey,1542,2017,1
2021,Manuş Baba,Turkey,1385,2017,2
2022,Norm Ender,Turkey,1366,2017,3
2023,Ezhel,Turkey,1314,2017,4
2024,Ed Sheeran,Turkey,1049,2017,5
2025,Müslüm Gürses,Turkey,930,2017,6
2026,Teoman,Turkey,888,2017,7
2027,Duman,Turkey,878,2017,8
2028,Imagine Dragons,Turkey,798,2017,9
2029,Buray,Turkey,779,2017,10
2030,kizaru,Ukraine,1467,2020,1
2031,Max Korzh,Ukraine,1224,2020,2
2032,Miyagi & Andy Panda,Ukraine,876,2020,3
2033,Big Baby Tape,Ukraine,786,2020,4
2034,Scriptonite,Ukraine,628,2020,5
2035,Travis Scott,Ukraine,583,2020,6
2036,Boulevard Depo,Ukraine,529,2020,7
2037,MORGENSHTERN,Ukraine,506,2020,8
2038,FACE,Ukraine,486,2020,9
2039,LSP,Ukraine,434,2020,10
2040,Olivia Rodrigo,United Kingdom,1885,2021,1
2041,Ed Sheeran,United Kingdom,1416,2021,2
2042,Fleetwood Mac,United Kingdom,1266,2021,3
2043,Drake,United Kingdom,1257,2021,4
2044,Doja Cat,United Kingdom,1122,2021,5
2045,Billie Eilish,United Kingdom,1109,2021,6
2046,Arctic Monkeys,United Kingdom,1102,2021,7
2047,Dave,United Kingdom,1083,2021,8
2048,Pop Smoke,United Kingdom,1078,2021,9
2049,Juice WRLD,United Kingdom,1030,2021,10
2050,Drake,United States,1875,2017,1
2051,Lil Uzi Vert,United States,1806,2017,2
2052,Kendrick Lamar,United States,1786,2017,3
2053,Ed Sheeran,United States,1564,2017,4
2054,Migos,United States,1468,2017,5
2055,Future,United States,1421,2017,6
2056,Post Malone,United States,1150,2017,7
2057,Kodak Black,United States,1129,2017,8
2058,Khalid,United States,1053,2017,9
2059,J. Cole,United States,1021,2017,10
2060,Juice WRLD,United States,2611,2021,1
2061,Morgan Wallen,United States,2232,2021,2
2062,Olivia Rodrigo,United States,2193,2021,3
2063,Drake,United States,1863,2021,4
2064,J. Cole,United States,1492,2021,5
2065,Doja Cat,United States,1483,2021,6
2066,The Weeknd,United States,1457,2021,7
2067,Pop Smoke,United States,1284,2021,8
2068,Polo G,United States,1254,2021,9
2069,Billie Eilish,United States,1196,2021,10
2070,Ed Sheeran,Uruguay,2092,2017,1
2071,Ozuna,Uruguay,1538,2017,2
2072,Maluma,Uruguay,1336,2017,3
2073,Rombai,Uruguay,1221,2017,4
2074,Mano Arriba,Uruguay,1219,2017,5
2075,Marama,Uruguay,1111,2017,6
2076,Nicky Jam,Uruguay,1011,2017,7
2077,Dame 5,Uruguay,905,2017,8
2078,CNCO,Uruguay,870,2017,9
2079,Bad Bunny,Uruguay,765,2017,10
2080,Ozuna,Uruguay,1489,2018,1
2081,Ed Sheeran,Uruguay,1397,2018,2
2082,Maluma,Uruguay,1344,2018,3
2083,La Vela Puerca,Uruguay,1244,2018,4
2084,Paulo Londra,Uruguay,1098,2018,5
2085,No Te Va Gustar,Uruguay,1058,2018,6
2086,Bad Bunny,Uruguay,971,2018,7
2087,Manuel Turizo,Uruguay,958,2018,8
2088,Piso 21,Uruguay,936,2018,9
2089,Morat,Uruguay,890,2018,10
2090,BTS,Vietnam,4908,2020,1
2091,Chillies,Vietnam,1894,2020,2
2092,BLACKPINK,Vietnam,1824,2020,3
2093,Hoang Thuy Linh,Vietnam,1794,2020,4
2094,Vũ.,Vietnam,1593,2020,5
2095,Taylor Swift,Vietnam,1492,2020,6
2096,Mỹ Tâm,Vietnam,1345,2020,7
2097,Ariana Grande,Vietnam,1345,2020,8
2098,Billie Eilish,Vietnam,1181,2020,9
2099,Justin Bieber,Vietnam,1054,2020,10
2100,Ed Sheeran,Australia,3817,2017,1
2101,Kendrick Lamar,Australia,1499,2017,2
2102,Drake,Australia,1217,2017,3
2103,Major Lazer,Australia,952,2017,4
2104,Justin Bieber,Australia,904,2017,5
2105,Vance Joy,Australia,860,2017,6
2106,Shawn Mendes,Australia,827,2017,7
2107,XXXTENTACION,Australia,808,2017,8
2108,The Chainsmokers,Australia,781,2017,9
2109,Lorde,Australia,780,2017,10
2110,Billie Eilish,Australia,2972,2019,1
2111,Post Malone,Australia,2625,2019,2
2112,Ed Sheeran,Australia,2551,2019,3
2113,Khalid,Australia,1928,2019,4
2114,Ariana Grande,Australia,1870,2019,5
2115,Drake,Australia,1271,2019,6
2116,Queen,Australia,1092,2019,7
2117,XXXTENTACION,Australia,1037,2019,8
2118,Juice WRLD,Australia,924,2019,9
2119,Taylor Swift,Australia,888,2019,10
2120,Ed Sheeran,Bolivia,1185,2017,1
2121,Ozuna,Bolivia,980,2017,2
2122,Nicky Jam,Bolivia,864,2017,3
2123,Piso 21,Bolivia,820,2017,4
2124,Maluma,Bolivia,812,2017,5
2125,Charlie Puth,Bolivia,670,2017,6
2126,Shakira,Bolivia,660,2017,7
2127,Bad Bunny,Bolivia,568,2017,8
2128,Imagine Dragons,Bolivia,535,2017,9
2129,Zion & Lennox,Bolivia,516,2017,10
2130,Matheus & Kauan,Brazil,2765,2017,1
2131,Jorge & Mateus,Brazil,2510,2017,2
2132,Henrique & Juliano,Brazil,2509,2017,3
2133,Marília Mendonça,Brazil,2216,2017,4
2134,Henrique & Diego,Brazil,1734,2017,5
2135,Ed Sheeran,Brazil,1603,2017,6
2136,MC Kevinho,Brazil,1301,2017,7
2137,Maiara & Maraisa,Brazil,1119,2017,8
2138,Shawn Mendes,Brazil,1100,2017,9
2139,Major Lazer,Brazil,812,2017,10
2140,V:RGO,Bulgaria,55,2018,1
2141,Ariana Grande,Bulgaria,47,2018,2
2142,Drake,Bulgaria,46,2018,3
2143,XXXTENTACION,Bulgaria,43,2018,4
2144,Eminem,Bulgaria,41,2018,5
2145,Travis Scott,Bulgaria,33,2018,6
2146,Post Malone,Bulgaria,32,2018,7
2147,Queen,Bulgaria,30,2018,8
2148,21 Savage,Bulgaria,23,2018,9
2149,Imagine Dragons,Bulgaria,19,2018,10
2150,Ozuna,Colombia,1906,2018,1
2151,Piso 21,Colombia,1326,2018,2
2152,Maluma,Colombia,1309,2018,3
2153,Ed Sheeran,Colombia,1264,2018,4
2154,Sebastian Yatra,Colombia,1207,2018,5
2155,Fonseca,Colombia,1174,2018,6
2156,Bad Bunny,Colombia,1022,2018,7
2157,J Balvin,Colombia,996,2018,8
2158,Manuel Turizo,Colombia,989,2018,9
2159,Manuel Medrano,Colombia,956,2018,10
2160,Bad Bunny,Colombia,2757,2020,1
2161,J Balvin,Colombia,2251,2020,2
2162,Camilo,Colombia,1354,2020,3
2163,Maluma,Colombia,1307,2020,4
2164,Christian Nodal,Colombia,1202,2020,5
2165,Myke Towers,Colombia,941,2020,6
2166,Dua Lipa,Colombia,826,2020,7
2167,"J Balvin, Bad Bunny",Colombia,741,2020,8
2168,Paulo Londra,Colombia,706,2020,9
2169,Jessi Uribe,Colombia,635,2020,10
2170,Ozuna,Costa Rica,2337,2018,1
2171,Ed Sheeran,Costa Rica,1655,2018,2
2172,XXXTENTACION,Costa Rica,1323,2018,3
2173,Bad Bunny,Costa Rica,1176,2018,4
2174,Maluma,Costa Rica,1127,2018,5
2175,Piso 21,Costa Rica,1040,2018,6
2176,Queen,Costa Rica,989,2018,7
2177,Manuel Turizo,Costa Rica,987,2018,8
2178,Drake,Costa Rica,940,2018,9
2179,Post Malone,Costa Rica,914,2018,10
2180,Bad Bunny,Costa Rica,3095,2020,1
2181,Christian Nodal,Costa Rica,2587,2020,2
2182,J Balvin,Costa Rica,1983,2020,3
2183,Camilo,Costa Rica,1368,2020,4
2184,Maluma,Costa Rica,1063,2020,5
2185,Travis Scott,Costa Rica,962,2020,6
2186,Dua Lipa,Costa Rica,946,2020,7
2187,Myke Towers,Costa Rica,887,2020,8
2188,Paulo Londra,Costa Rica,791,2020,9
2189,"J Balvin, Bad Bunny",Costa Rica,706,2020,10
2190,Imagine Dragons,Czech Republic,2651,2018,1
2191,Ed Sheeran,Czech Republic,2057,2018,2
2192,XXXTENTACION,Czech Republic,1538,2018,3
2193,Post Malone,Czech Republic,1238,2018,4
2194,Eminem,Czech Republic,1187,2018,5
2195,Avicii,Czech Republic,1124,2018,6
2196,The Chainsmokers,Czech Republic,1063,2018,7
2197,Drake,Czech Republic,869,2018,8
2198,Queen,Czech Republic,860,2018,9
2199,Clean Bandit,Czech Republic,851,2018,10
2200,Bad Bunny,Dominican Republic,5466,2021,1
2201,Rauw Alejandro,Dominican Republic,1670,2021,2
2202,Olivia Rodrigo,Dominican Republic,1335,2021,3
2203,Myke Towers,Dominican Republic,1293,2021,4
2204,Camilo,Dominican Republic,1215,2021,5
2205,Eladio Carrion,Dominican Republic,1111,2021,6
2206,Sech,Dominican Republic,961,2021,7
2207,"Anuel AA, Ozuna",Dominican Republic,883,2021,8
2208,KAROL G,Dominican Republic,842,2021,9
2209,Doja Cat,Dominican Republic,830,2021,10
2210,Morat,Ecuador,1699,2018,1
2211,Maluma,Ecuador,1527,2018,2
2212,Ozuna,Ecuador,1430,2018,3
2213,Ed Sheeran,Ecuador,1358,2018,4
2214,Piso 21,Ecuador,1228,2018,5
2215,Sebastian Yatra,Ecuador,1205,2018,6
2216,Fonseca,Ecuador,1078,2018,7
2217,Manuel Turizo,Ecuador,1018,2018,8
2218,Bad Bunny,Ecuador,1011,2018,9
2219,CNCO,Ecuador,935,2018,10
2220,Wegz,Egypt,4569,2020,1
2221,Amr Diab,Egypt,3157,2020,2
2222,Marwan Pablo,Egypt,2011,2020,3
2223,Marwan Moussa,Egypt,1947,2020,4
2224,Billie Eilish,Egypt,1448,2020,5
2225,XXXTENTACION,Egypt,1435,2020,6
2226,Mohamed Hamaki,Egypt,1311,2020,7
2227,Travis Scott,Egypt,1092,2020,8
2228,Abyusif,Egypt,879,2020,9
2229,Abo El Anwar,Egypt,812,2020,10
2230,Wegz,Egypt,4634,2021,1
2231,Marwan Pablo,Egypt,2809,2021,2
2232,Marwan Moussa,Egypt,2226,2021,3
2233,Lege-Cy,Egypt,2086,2021,4
2234,Abyusif,Egypt,1821,2021,5
2235,Mohamed Hamaki,Egypt,1638,2021,6
2236,XXXTENTACION,Egypt,1522,2021,7
2237,Amr Diab,Egypt,1358,2021,8
2238,Billie Eilish,Egypt,1155,2021,9
2239,Abo El Anwar,Egypt,1134,2021,10
2240,Bad Bunny,El Salvador,2697,2019,1
2241,Paulo Londra,El Salvador,1695,2019,2
2242,Ed Sheeran,El Salvador,1314,2019,3
2243,Manuel Turizo,El Salvador,1216,2019,4
2244,Post Malone,El Salvador,1166,2019,5
2245,Danny Ocean,El Salvador,1030,2019,6
2246,Ozuna,El Salvador,907,2019,7
2247,Maluma,El Salvador,897,2019,8
2248,Sebastian Yatra,El Salvador,888,2019,9
2249,Ariana Grande,El Salvador,888,2019,10
2250,Bad Bunny,El Salvador,4253,2020,1
2251,J Balvin,El Salvador,1839,2020,2
2252,Christian Nodal,El Salvador,1408,2020,3
2253,Camilo,El Salvador,1373,2020,4
2254,Maluma,El Salvador,1166,2020,5
2255,Dua Lipa,El Salvador,978,2020,6
2256,Anuel AA,El Salvador,916,2020,7
2257,Myke Towers,El Salvador,900,2020,8
2258,"J Balvin, Bad Bunny",El Salvador,730,2020,9
2259,Harry Styles,El Salvador,677,2020,10
2260,Bad Bunny,El Salvador,4677,2021,1
2261,Rauw Alejandro,El Salvador,1481,2021,2
2262,Christian Nodal,El Salvador,1358,2021,3
2263,Olivia Rodrigo,El Salvador,1222,2021,4
2264,Dua Lipa,El Salvador,1027,2021,5
2265,KAROL G,El Salvador,896,2021,6
2266,The Weeknd,El Salvador,836,2021,7
2267,Sech,El Salvador,831,2021,8
2268,Maluma,El Salvador,816,2021,9
2269,BTS,El Salvador,763,2021,10
2270,Ed Sheeran,Estonia,775,2017,1
2271,Imagine Dragons,Estonia,376,2017,2
2272,Kendrick Lamar,Estonia,348,2017,3
2273,Clean Bandit,Estonia,270,2017,4
2274,"Calvin Harris, Funk Wav",Estonia,238,2017,5
2275,Drake,Estonia,193,2017,6
2276,Martin Jensen,Estonia,190,2017,7
2277,Zedd,Estonia,188,2017,8
2278,The Chainsmokers,Estonia,185,2017,9
2279,"The Weeknd, Daft Punk",Estonia,182,2017,10
2280,XXXTENTACION,Finland,1810,2018,1
2281,Cheek,Finland,1807,2018,2
2282,JVG,Finland,1365,2018,3
2283,Evelina,Finland,1270,2018,4
2284,Post Malone,Finland,1203,2018,5
2285,Haloo Helsinki!,Finland,1051,2018,6
2286,Ellinoora,Finland,1039,2018,7
2287,SANNI,Finland,988,2018,8
2288,Eminem,Finland,911,2018,9
2289,Antti Tuisku,Finland,898,2018,10
2290,Damso,France,3182,2018,1
2291,Ninho,France,2490,2018,2
2292,Orelsan,France,1437,2018,3
2293,XXXTENTACION,France,1363,2018,4
2294,Moha La Squale,France,1279,2018,5
2295,Dadju,France,1262,2018,6
2296,Niska,France,1196,2018,7
2297,Marwa Loud,France,1171,2018,8
2298,Booba,France,1135,2018,9
2299,Koba LaD,France,1111,2018,10
2300,Capital Bra,Germany,2267,2019,1
2301,Apache 207,Germany,1674,2019,2
2302,Kontra K,Germany,1360,2019,3
2303,Billie Eilish,Germany,1206,2019,4
2304,MERO,Germany,1165,2019,5
2305,Post Malone,Germany,1098,2019,6
2306,Summer Cem,Germany,1041,2019,7
2307,Luciano,Germany,962,2019,8
2308,RIN,Germany,924,2019,9
2309,"Capital Bra, Samra",Germany,911,2019,10
2310,Olivia Rodrigo,Global,2023,2021,1
2311,Billie Eilish,Global,1675,2021,2
2312,The Weeknd,Global,1399,2021,3
2313,Dua Lipa,Global,1386,2021,4
2314,Ed Sheeran,Global,1373,2021,5
2315,Justin Bieber,Global,1281,2021,6
2316,Doja Cat,Global,1247,2021,7
2317,Drake,Global,1172,2021,8
2318,Ariana Grande,Global,1126,2021,9
2319,Juice WRLD,Global,987,2021,10
2320,Billie Eilish,Greece,2627,2019,1
2321,Light,Greece,2098,2019,2
2322,Ariana Grande,Greece,2051,2019,3
2323,TOQUEL,Greece,1904,2019,4
2324,Post Malone,Greece,1732,2019,5
2325,Sin Boy,Greece,1648,2019,6
2326,Fy,Greece,1325,2019,7
2327,Saske,Greece,1223,2019,8
2328,Travis Scott,Greece,1074,2019,9
2329,SNIK,Greece,1010,2019,10
2330,Bad Bunny,Guatemala,4143,2021,1
2331,Christian Nodal,Guatemala,2613,2021,2
2332,Banda MS de Sergio Lizárraga,Guatemala,1198,2021,3
2333,Rauw Alejandro,Guatemala,1141,2021,4
2334,KAROL G,Guatemala,907,2021,5
2335,Camilo,Guatemala,877,2021,6
2336,Olivia Rodrigo,Guatemala,865,2021,7
2337,Sech,Guatemala,790,2021,8
2338,Maluma,Guatemala,771,2021,9
2339,The Weeknd,Guatemala,758,2021,10
2340,Bad Bunny,Honduras,3064,2019,1
2341,Paulo Londra,Honduras,1239,2019,2
2342,Ed Sheeran,Honduras,1080,2019,3
2343,Christian Nodal,Honduras,1022,2019,4
2344,Sam Smith,Honduras,955,2019,5
2345,Danny Ocean,Honduras,839,2019,6
2346,"J Balvin, Bad Bunny",Honduras,831,2019,7
2347,Maluma,Honduras,803,2019,8
2348,Post Malone,Honduras,780,2019,9
2349,Queen,Honduras,756,2019,10
2350,Ed Sheeran,Hong Kong,2678,2017,1
2351,Dear Jane,Hong Kong,1651,2017,2
2352,Jay Chou,Hong Kong,1502,2017,3
2353,JJ Lin,Hong Kong,1439,2017,4
2354,Jason Chan,Hong Kong,1427,2017,5
2355,Supper Moment,Hong Kong,1203,2017,6
2356,Charlie Puth,Hong Kong,1094,2017,7
2357,Bruno Mars,Hong Kong,1077,2017,8
2358,Eason Chan,Hong Kong,1048,2017,9
2359,The Chainsmokers,Hong Kong,1032,2017,10
2360,Ed Sheeran,Hong Kong,2053,2018,1
2361,JJ Lin,Hong Kong,1772,2018,2
2362,Jay Chou,Hong Kong,1769,2018,3
2363,Eason Chan,Hong Kong,1720,2018,4
2364,Hins Cheung,Hong Kong,1641,2018,5
2365,Charlie Puth,Hong Kong,1493,2018,6
2366,Dear Jane,Hong Kong,1347,2018,7
2367,Jason Chan,Hong Kong,1270,2018,8
2368,Supper Moment,Hong Kong,1153,2018,9
2369,Eric Chou,Hong Kong,1127,2018,10
2370,Ed Sheeran,Hungary,1919,2017,1
2371,Imagine Dragons,Hungary,1518,2017,2
2372,Linkin Park,Hungary,1129,2017,3
2373,Major Lazer,Hungary,952,2017,4
2374,The Chainsmokers,Hungary,786,2017,5
2375,Twenty One Pilots,Hungary,765,2017,6
2376,Clean Bandit,Hungary,713,2017,7
2377,Shawn Mendes,Hungary,635,2017,8
2378,Sia,Hungary,615,2017,9
2379,Alan Walker,Hungary,579,2017,10
2380,"JóiPé, Króli",Iceland,2619,2018,1
2381,XXXTENTACION,Iceland,1739,2018,2
2382,Floni,Iceland,1514,2018,3
2383,Post Malone,Iceland,1427,2018,4
2384,Aron Can,Iceland,1180,2018,5
2385,Drake,Iceland,1138,2018,6
2386,Ed Sheeran,Iceland,1137,2018,7
2387,Huginn,Iceland,942,2018,8
2388,Herra Hnetusmjör,Iceland,894,2018,9
2389,Birnir,Iceland,812,2018,10
2390,BTS,India,1737,2021,1
2391,Arijit Singh,India,1698,2021,2
2392,"Pritam, Arijit Singh",India,1658,2021,3
2393,Ed Sheeran,India,927,2021,4
2394,Sidhu Moose Wala,India,878,2021,5
2395,Justin Bieber,India,870,2021,6
2396,Olivia Rodrigo,India,764,2021,7
2397,Ariana Grande,India,763,2021,8
2398,Harnoor,India,744,2021,9
2399,Darshan Raval,India,695,2021,10
2400,Ed Sheeran,Indonesia,2048,2018,1
2401,Sheila On 7,Indonesia,1583,2018,2
2402,Fourtwnty,Indonesia,1550,2018,3
2403,Tulus,Indonesia,1508,2018,4
2404,BLACKPINK,Indonesia,1504,2018,5
2405,BTS,Indonesia,1388,2018,6
2406,Hivi!,Indonesia,1062,2018,7
2407,Lauv,Indonesia,1052,2018,8
2408,Payung Teduh,Indonesia,954,2018,9
2409,Bruno Mars,Indonesia,937,2018,10
2410,Ultimo,Italy,3788,2019,1
2411,Salmo,Italy,2348,2019,2
2412,Capo Plaza,Italy,1805,2019,3
2413,Coez,Italy,1356,2019,4
2414,Gemitaiz,Italy,1301,2019,5
2415,tha Supreme,Italy,1266,2019,6
2416,Lazza,Italy,1262,2019,7
2417,Rkomi,Italy,1152,2019,8
2418,Izi,Italy,1146,2019,9
2419,Sfera Ebbasta,Italy,1013,2019,10
2420,Juice WRLD,Latvia,1449,2020,1
2421,Billie Eilish,Latvia,1152,2020,2
2422,Travis Scott,Latvia,1140,2020,3
2423,Pop Smoke,Latvia,950,2020,4
2424,Harry Styles,Latvia,923,2020,5
2425,The Weeknd,Latvia,713,2020,6
2426,Lewis Capaldi,Latvia,660,2020,7
2427,Dua Lipa,Latvia,623,2020,8
2428,Justin Bieber,Latvia,507,2020,9
2429,Post Malone,Latvia,503,2020,10
2430,Ed Sheeran,Lithuania,633,2017,1
2431,Imagine Dragons,Lithuania,445,2017,2
2432,Kendrick Lamar,Lithuania,374,2017,3
2433,"Calvin Harris, Funk Wav",Lithuania,324,2017,4
2434,Clean Bandit,Lithuania,279,2017,5
2435,Drake,Lithuania,236,2017,6
2436,Khalid,Lithuania,222,2017,7
2437,Lauv,Lithuania,221,2017,8
2438,Future,Lithuania,212,2017,9
2439,Zedd,Lithuania,211,2017,10
2440,Billie Eilish,Lithuania,1810,2019,1
2441,Post Malone,Lithuania,1019,2019,2
2442,Ariana Grande,Lithuania,857,2019,3
2443,Ed Sheeran,Lithuania,694,2019,4
2444,Sam Smith,Lithuania,484,2019,5
2445,Queen,Lithuania,461,2019,6
2446,Lil Nas X,Lithuania,404,2019,7
2447,Lewis Capaldi,Lithuania,397,2019,8
2448,5 Seconds of Summer,Lithuania,367,2019,9
2449,Lizzo,Lithuania,344,2019,10
2450,Måneskin,Lithuania,2333,2021,1
2451,The Weeknd,Lithuania,1178,2021,2
2452,Olivia Rodrigo,Lithuania,1171,2021,3
2453,Billie Eilish,Lithuania,1109,2021,4
2454,Doja Cat,Lithuania,1088,2021,5
2455,Dua Lipa,Lithuania,1060,2021,6
2456,Arctic Monkeys,Lithuania,905,2021,7
2457,Justinas Jarutis,Lithuania,765,2021,8
2458,OG Version,Lithuania,700,2021,9
2459,Lil Nas X,Lithuania,696,2021,10
2460,Ed Sheeran,Malaysia,2443,2019,1
2461,Billie Eilish,Malaysia,2060,2019,2
2462,BLACKPINK,Malaysia,1945,2019,3
2463,Ariana Grande,Malaysia,1867,2019,4
2464,Post Malone,Malaysia,1523,2019,5
2465,Shawn Mendes,Malaysia,1474,2019,6
2466,Khalid,Malaysia,1345,2019,7
2467,Lauv,Malaysia,1317,2019,8
2468,James Arthur,Malaysia,1300,2019,9
2469,BTS,Malaysia,1173,2019,10
2470,BTS,Malaysia,2638,2021,1
2471,BLACKPINK,Malaysia,2044,2021,2
2472,Justin Bieber,Malaysia,1859,2021,3
2473,Ariana Grande,Malaysia,1804,2021,4
2474,Olivia Rodrigo,Malaysia,1791,2021,5
2475,Ed Sheeran,Malaysia,1383,2021,6
2476,Taylor Swift,Malaysia,1174,2021,7
2477,Bruno Mars,Malaysia,1156,2021,8
2478,The Weeknd,Malaysia,1081,2021,9
2479,Billie Eilish,Malaysia,1015,2021,10
2480,Luis Miguel,Mexico,3119,2018,1
2481,Banda MS de Sergio Lizárraga,Mexico,1937,2018,2
2482,Maluma,Mexico,1658,2018,3
2483,Ozuna,Mexico,1577,2018,4
2484,Ed Sheeran,Mexico,1152,2018,5
2485,Queen,Mexico,1057,2018,6
2486,Christian Nodal,Mexico,1020,2018,7
2487,Danny Ocean,Mexico,980,2018,8
2488,Manuel Turizo,Mexico,973,2018,9
2489,Piso 21,Mexico,894,2018,10
2490,Ed Sheeran,Netherlands,1264,2018,1
