,artist,region,n,year,Rank
0,Billie Eilish,Belgium,1526,2021,1
1,Olivia Rodrigo,Belgium,1452,2021,2
2,Pop Smoke,Belgium,1156,2021,3
3,Dua Lipa,Belgium,1107,2021,4
4,The Weeknd,Belgium,1082,2021,5
5,Ed Sheeran,Belgium,1036,2021,6
6,XXXTENTACION,Belgium,1023,2021,7
7,Justin Bieber,Belgium,949,2021,8
8,Lil Nas X,Belgium,799,2021,9
9,Måneskin,Belgium,774,2021,10
10,Bad Bunny,Bolivia,2780,2020,1
11,Christian Nodal,Bolivia,1991,2020,2
12,J Balvin,Bolivia,1828,2020,3
13,Maluma,Bolivia,1492,2020,4
14,Camilo,Bolivia,1477,2020,5
15,Piso 21,Bolivia,791,2020,6
16,Danna Paola,Bolivia,762,2020,7
17,Paulo Londra,Bolivia,733,2020,8
18,"J Balvin, Bad Bunny",Bolivia,700,2020,9
19,Dua Lipa,Bolivia,693,2020,10
20,Marília Mendonça,Brazil,3705,2019,1
21,Zé Neto & Cristiano,Brazil,2690,2019,2
22,Gusttavo Lima,Brazil,2232,2019,3
23,Diego & Victor Hugo,Brazil,1278,2019,4
24,Dilsinho,Brazil,1177,2019,5
25,Melim,Brazil,1142,2019,6
26,Wesley Safadão,Brazil,930,2019,7
27,Ariana Grande,Brazil,911,2019,8
28,Ed Sheeran,Brazil,903,2019,9
29,MC Kevin o Chris,Brazil,898,2019,10
30,Henrique & Juliano,Brazil,1578,2021,1
31,Gusttavo Lima,Brazil,1568,2021,2
32,Zé Vaqueiro,Brazil,1420,2021,3
33,Jorge & Mateus,Brazil,1411,2021,4
34,João Gomes,Brazil,1396,2021,5
35,Os Barões Da Pisadinha,Brazil,1283,2021,6
36,Marília Mendonça,Brazil,1193,2021,7
37,Olivia Rodrigo,Brazil,1170,2021,8
38,Zé Neto & Cristiano,Brazil,1139,2021,9
39,"Marília Mendonça, Maiara & Maraisa",Brazil,951,2021,10
40,Post Malone,Canada,2770,2019,1
41,Billie Eilish,Canada,2666,2019,2
42,Khalid,Canada,1949,2019,3
43,Ariana Grande,Canada,1896,2019,4
44,Ed Sheeran,Canada,1702,2019,5
45,Drake,Canada,1555,2019,6
46,Juice WRLD,Canada,1477,2019,7
47,XXXTENTACION,Canada,1124,2019,8
48,Travis Scott,Canada,998,2019,9
49,A Boogie Wit da Hoodie,Canada,970,2019,10
50,Justin Bieber,Denmark,1645,2021,1
51,Pop Smoke,Denmark,1309,2021,2
52,Ed Sheeran,Denmark,1265,2021,3
53,"Benny Jamz, Gilli, KESI, B.O.C",Denmark,1238,2021,4
54,The Weeknd,Denmark,1231,2021,5
55,Olivia Rodrigo,Denmark,1191,2021,6
56,Branco,Denmark,1135,2021,7
57,Billie Eilish,Denmark,1044,2021,8
58,Lewis Capaldi,Denmark,904,2021,9
59,The Minds Of 99,Denmark,818,2021,10
60,Ozuna,Dominican Republic,2470,2017,1
61,Ed Sheeran,Dominican Republic,1594,2017,2
62,Romeo Santos,Dominican Republic,1116,2017,3
63,Nicky Jam,Dominican Republic,1014,2017,4
64,Maluma,Dominican Republic,1008,2017,5
65,Bad Bunny,Dominican Republic,880,2017,6
66,Shakira,Dominican Republic,698,2017,7
67,Piso 21,Dominican Republic,668,2017,8
68,Drake,Dominican Republic,657,2017,9
69,Anuel AA,Dominican Republic,638,2017,10
70,Bad Bunny,Dominican Republic,5329,2020,1
71,Myke Towers,Dominican Republic,2320,2020,2
72,J Balvin,Dominican Republic,1470,2020,3
73,Camilo,Dominican Republic,1212,2020,4
74,Ozuna,Dominican Republic,1065,2020,5
75,Anuel AA,Dominican Republic,1054,2020,6
76,Maluma,Dominican Republic,842,2020,7
77,Rochy RD,Dominican Republic,832,2020,8
78,Yiyo Sarante,Dominican Republic,754,2020,9
79,"J Balvin, Bad Bunny",Dominican Republic,729,2020,10
80,Bad Bunny,Ecuador,3247,2020,1
81,J Balvin,Ecuador,1989,2020,2
82,Maluma,Ecuador,1425,2020,3
83,Camilo,Ecuador,1419,2020,4
84,Myke Towers,Ecuador,961,2020,5
85,Dua Lipa,Ecuador,787,2020,6
86,Paulo Londra,Ecuador,755,2020,7
87,Danna Paola,Ecuador,752,2020,8
88,"J Balvin, Bad Bunny",Ecuador,732,2020,9
89,Rauw Alejandro,Ecuador,563,2020,10
90,Ozuna,El Salvador,1442,2018,1
91,Bad Bunny,El Salvador,1177,2018,2
92,Ed Sheeran,El Salvador,1022,2018,3
93,XXXTENTACION,El Salvador,1007,2018,4
94,Manuel Turizo,El Salvador,943,2018,5
95,Danny Ocean,El Salvador,884,2018,6
96,Maluma,El Salvador,880,2018,7
97,Imagine Dragons,El Salvador,869,2018,8
98,Piso 21,El Salvador,833,2018,9
99,Post Malone,El Salvador,824,2018,10
100,nublu,Estonia,1257,2020,1
101,Juice WRLD,Estonia,962,2020,2
102,Billie Eilish,Estonia,767,2020,3
103,The Weeknd,Estonia,706,2020,4
104,Harry Styles,Estonia,603,2020,5
105,Dua Lipa,Estonia,558,2020,6
106,Travis Scott,Estonia,542,2020,7
107,Justin Bieber,Estonia,421,2020,8
108,"5MIINUST, nublu",Estonia,363,2020,9
109,"5MIINUST, Villemdrillem",Estonia,363,2020,10
110,Capital Bra,Germany,1505,2018,1
111,RAF Camora,Germany,1130,2018,2
112,Post Malone,Germany,1122,2018,3
113,XXXTENTACION,Germany,1116,2018,4
114,Drake,Germany,1026,2018,5
115,"Bonez MC, RAF Camora",Germany,1021,2018,6
116,Imagine Dragons,Germany,994,2018,7
117,Ed Sheeran,Germany,959,2018,8
118,RIN,Germany,876,2018,9
119,Summer Cem,Germany,838,2018,10
120,Ozuna,Guatemala,1848,2018,1
121,Maluma,Guatemala,1422,2018,2
122,Bad Bunny,Guatemala,1304,2018,3
123,Piso 21,Guatemala,1284,2018,4
124,Ed Sheeran,Guatemala,1254,2018,5
125,Banda MS de Sergio Lizárraga,Guatemala,1168,2018,6
126,Manuel Turizo,Guatemala,1021,2018,7
127,Danny Ocean,Guatemala,950,2018,8
128,Sebastian Yatra,Guatemala,915,2018,9
129,Imagine Dragons,Guatemala,880,2018,10
130,Bad Bunny,Guatemala,3763,2020,1
131,Christian Nodal,Guatemala,2808,2020,2
132,J Balvin,Guatemala,1766,2020,3
133,Camilo,Guatemala,1362,2020,4
134,Maluma,Guatemala,1099,2020,5
135,La Adictiva Banda San José de Mesillas,Guatemala,994,2020,6
136,Banda MS de Sergio Lizárraga,Guatemala,971,2020,7
137,Myke Towers,Guatemala,782,2020,8
138,"J Balvin, Bad Bunny",Guatemala,730,2020,9
139,Paulo Londra,Guatemala,728,2020,10
140,Ed Sheeran,Honduras,1571,2017,1
141,Ozuna,Honduras,1360,2017,2
142,Nicky Jam,Honduras,856,2017,3
143,Bad Bunny,Honduras,794,2017,4
144,Maluma,Honduras,714,2017,5
145,Piso 21,Honduras,646,2017,6
146,Shakira,Honduras,584,2017,7
147,Zion & Lennox,Honduras,566,2017,8
148,"The Weeknd, Daft Punk",Honduras,524,2017,9
149,Charlie Puth,Honduras,519,2017,10
150,Ozuna,Honduras,1213,2018,1
151,Bad Bunny,Honduras,1113,2018,2
152,Ed Sheeran,Honduras,898,2018,3
153,Danny Ocean,Honduras,868,2018,4
154,Drake,Honduras,781,2018,5
155,Banda MS de Sergio Lizárraga,Honduras,775,2018,6
156,Dua Lipa,Honduras,770,2018,7
157,Maluma,Honduras,736,2018,8
158,Zion & Lennox,Honduras,723,2018,9
159,Post Malone,Honduras,649,2018,10
160,Bad Bunny,Honduras,5373,2020,1
161,Christian Nodal,Honduras,2476,2020,2
162,J Balvin,Honduras,1808,2020,3
163,Myke Towers,Honduras,1286,2020,4
164,Camilo,Honduras,1136,2020,5
165,Maluma,Honduras,974,2020,6
166,Dua Lipa,Honduras,866,2020,7
167,Anuel AA,Honduras,743,2020,8
168,"J Balvin, Bad Bunny",Honduras,742,2020,9
169,The Weeknd,Honduras,738,2020,10
170,Bad Bunny,Honduras,5838,2021,1
171,Christian Nodal,Honduras,1788,2021,2
172,Olivia Rodrigo,Honduras,1381,2021,3
173,Rauw Alejandro,Honduras,1261,2021,4
174,The Weeknd,Honduras,1031,2021,5
175,Dua Lipa,Honduras,1016,2021,6
176,KAROL G,Honduras,836,2021,7
177,Sech,Honduras,826,2021,8
178,Maluma,Honduras,783,2021,9
179,Doja Cat,Honduras,761,2021,10
180,Imagine Dragons,Hungary,1964,2018,1
181,XXXTENTACION,Hungary,1600,2018,2
182,Eminem,Hungary,1434,2018,3
183,Ed Sheeran,Hungary,1293,2018,4
184,Post Malone,Hungary,1237,2018,5
185,Avicii,Hungary,1188,2018,6
186,Shawn Mendes,Hungary,1125,2018,7
187,Drake,Hungary,986,2018,8
188,Clean Bandit,Hungary,945,2018,9
189,Dua Lipa,Hungary,873,2018,10
190,Dua Lipa,Hungary,1630,2021,1
191,Follow The Flow,Hungary,1405,2021,2
192,Olivia Rodrigo,Hungary,1246,2021,3
193,Ava Max,Hungary,1234,2021,4
194,The Weeknd,Hungary,1084,2021,5
195,Billie Eilish,Hungary,1043,2021,6
196,Bruno X Spacc,Hungary,932,2021,7
197,Eminem,Hungary,905,2021,8
198,Bagossy Brothers Company,Hungary,865,2021,9
199,Lil Nas X,Hungary,849,2021,10
200,Arijit Singh,India,1726,2020,1
201,BTS,India,1496,2020,2
202,"Pritam, Arijit Singh",India,1457,2020,3
203,Ritviz,India,1327,2020,4
204,Justin Bieber,India,967,2020,5
205,Billie Eilish,India,937,2020,6
206,Ed Sheeran,India,902,2020,7
207,Maninder Buttar,India,865,2020,8
208,Vishal Mishra,India,766,2020,9
209,Maroon 5,India,742,2020,10
210,Pamungkas,Indonesia,2183,2021,1
211,Olivia Rodrigo,Indonesia,1697,2021,2
212,BTS,Indonesia,1624,2021,3
213,Tulus,Indonesia,1588,2021,4
214,Fiersa Besari,Indonesia,1287,2021,5
215,Justin Bieber,Indonesia,1137,2021,6
216,Ardhito Pramono,Indonesia,1066,2021,7
217,Ariana Grande,Indonesia,1051,2021,8
218,Rizky Febian,Indonesia,1043,2021,9
219,Bruno Mars,Indonesia,848,2021,10
220,Post Malone,Ireland,2461,2018,1
221,Ed Sheeran,Ireland,2434,2018,2
222,XXXTENTACION,Ireland,1935,2018,3
223,Drake,Ireland,1705,2018,4
224,Picture This,Ireland,1386,2018,5
225,Ariana Grande,Ireland,1134,2018,6
226,George Ezra,Ireland,1109,2018,7
227,Eminem,Ireland,1106,2018,8
228,Khalid,Ireland,976,2018,9
229,Camila Cabello,Ireland,904,2018,10
230,Juice WRLD,Ireland,2122,2020,1
231,Dermot Kennedy,Ireland,2061,2020,2
232,Billie Eilish,Ireland,1934,2020,3
233,Lewis Capaldi,Ireland,1894,2020,4
234,Harry Styles,Ireland,1389,2020,5
235,Pop Smoke,Ireland,1218,2020,6
236,Fleetwood Mac,Ireland,1205,2020,7
237,Dua Lipa,Ireland,1201,2020,8
238,Taylor Swift,Ireland,1179,2020,9
239,Niall Horan,Ireland,1006,2020,10
240,Eden Hason,Israel,3356,2020,1
241,Omer Adam,Israel,2344,2020,2
242,Hanan Ben Ari,Israel,1876,2020,3
243,Ishay Ribo,Israel,1672,2020,4
244,Itay Levi,Israel,1668,2020,5
245,Idan Amedi,Israel,1567,2020,6
246,Billie Eilish,Israel,1435,2020,7
247,Benaia Barabi,Israel,1369,2020,8
248,Idan Raichel,Israel,1321,2020,9
249,Juice WRLD,Israel,1306,2020,10
250,Aimyon,Japan,4692,2019,1
251,Official HIGE DANdism,Japan,3375,2019,2
252,ONE OK ROCK,Japan,2544,2019,3
253,King Gnu,Japan,2304,2019,4
254,Mrs. GREEN APPLE,Japan,2142,2019,5
255,TWICE,Japan,1909,2019,6
256,SPITZ,Japan,1658,2019,7
257,back number,Japan,1630,2019,8
258,BTS,Japan,1353,2019,9
259,Ed Sheeran,Japan,1329,2019,10
260,BTS,Japan,4474,2021,1
261,YOASOBI,Japan,3729,2021,2
262,Official HIGE DANdism,Japan,3423,2021,3
263,back number,Japan,2372,2021,4
264,Vaundy,Japan,2325,2021,5
265,Aimyon,Japan,1993,2021,6
266,HIRAIDAI,Japan,1926,2021,7
267,Kenshi Yonezu,Japan,1700,2021,8
268,TWICE,Japan,1493,2021,9
269,Mrs. GREEN APPLE,Japan,1373,2021,10
270,XXXTENTACION,Latvia,1345,2018,1
271,Post Malone,Latvia,1159,2018,2
272,Drake,Latvia,793,2018,3
273,Prāta Vētra,Latvia,779,2018,4
274,Eminem,Latvia,470,2018,5
275,Ariana Grande,Latvia,420,2018,6
276,Imagine Dragons,Latvia,334,2018,7
277,Khalid,Latvia,332,2018,8
278,Billie Eilish,Latvia,326,2018,9
279,"MiyaGi & Endspiel, Rem Digga",Latvia,319,2018,10
280,Ed Sheeran,Luxembourg,406,2017,1
281,Luis Fonsi,Luxembourg,170,2017,2
282,Clean Bandit,Luxembourg,164,2017,3
283,Imagine Dragons,Luxembourg,153,2017,4
284,"The Chainsmokers, Coldplay",Luxembourg,144,2017,5
285,Future,Luxembourg,120,2017,6
286,DJ Khaled,Luxembourg,118,2017,7
287,Kygo,Luxembourg,118,2017,8
288,Starley,Luxembourg,116,2017,9
289,Zedd,Luxembourg,115,2017,10
290,Drake,Luxembourg,18,2018,1
291,Michael Bublé,Luxembourg,12,2018,2
292,Frank Sinatra,Luxembourg,7,2018,3
293,Dean Martin,Luxembourg,7,2018,4
294,Ariana Grande,Luxembourg,6,2018,5
295,Mariah Carey,Luxembourg,6,2018,6
296,Bing Crosby,Luxembourg,5,2018,7
297,XXXTENTACION,Luxembourg,5,2018,8
298,Post Malone,Luxembourg,4,2018,9
299,Nat King Cole,Luxembourg,4,2018,10
300,Bad Bunny,Mexico,3044,2021,1
301,Christian Nodal,Mexico,2063,2021,2
302,Luis Miguel,Mexico,1453,2021,3
303,Banda MS de Sergio Lizárraga,Mexico,1162,2021,4
304,Olivia Rodrigo,Mexico,1096,2021,5
305,Rauw Alejandro,Mexico,1031,2021,6
306,The Weeknd,Mexico,1004,2021,7
307,Dua Lipa,Mexico,902,2021,8
308,Junior H,Mexico,862,2021,9
309,Calibre 50,Mexico,855,2021,10
310,Ed Sheeran,New Zealand,2901,2018,1
311,XXXTENTACION,New Zealand,2760,2018,2
312,Post Malone,New Zealand,2590,2018,3
313,SIX60,New Zealand,2543,2018,4
314,Drake,New Zealand,1490,2018,5
315,Khalid,New Zealand,1433,2018,6
316,Eminem,New Zealand,1206,2018,7
317,Imagine Dragons,New Zealand,1081,2018,8
318,Kendrick Lamar,New Zealand,994,2018,9
319,Billie Eilish,New Zealand,982,2018,10
320,Billie Eilish,New Zealand,3068,2019,1
321,SIX60,New Zealand,2924,2019,2
322,Post Malone,New Zealand,2498,2019,3
323,Ed Sheeran,New Zealand,2497,2019,4
324,Khalid,New Zealand,2124,2019,5
325,Ariana Grande,New Zealand,1794,2019,6
326,Fleetwood Mac,New Zealand,1213,2019,7
327,XXXTENTACION,New Zealand,1054,2019,8
328,Queen,New Zealand,969,2019,9
329,Imagine Dragons,New Zealand,875,2019,10
330,Billie Eilish,Norway,2345,2019,1
331,Post Malone,Norway,1997,2019,2
332,Ed Sheeran,Norway,1441,2019,3
333,Astrid S,Norway,1050,2019,4
334,Ariana Grande,Norway,1036,2019,5
335,TIX,Norway,945,2019,6
336,Ruben,Norway,944,2019,7
337,XXXTENTACION,Norway,882,2019,8
338,Sam Smith,Norway,849,2019,9
339,Juice WRLD,Norway,793,2019,10
340,Ozuna,Panama,2523,2018,1
341,Sech,Panama,1760,2018,2
342,Bad Bunny,Panama,1207,2018,3
343,Anuel AA,Panama,1053,2018,4
344,Manuel Turizo,Panama,1008,2018,5
345,XXXTENTACION,Panama,1004,2018,6
346,Ed Sheeran,Panama,977,2018,7
347,Drake,Panama,924,2018,8
348,Maluma,Panama,893,2018,9
349,Piso 21,Panama,856,2018,10
350,LANY,Philippines,2811,2019,1
351,December Avenue,Philippines,2288,2019,2
352,Ed Sheeran,Philippines,1951,2019,3
353,Ben&Ben,Philippines,1695,2019,4
354,Ariana Grande,Philippines,1608,2019,5
355,BLACKPINK,Philippines,1571,2019,6
356,Taylor Swift,Philippines,1408,2019,7
357,This Band,Philippines,1180,2019,8
358,Lauv,Philippines,1030,2019,9
359,Moira Dela Torre,Philippines,994,2019,10
360,Ben&Ben,Philippines,3725,2020,1
361,Taylor Swift,Philippines,2036,2020,2
362,LANY,Philippines,1662,2020,3
363,BTS,Philippines,1563,2020,4
364,BLACKPINK,Philippines,1527,2020,5
365,December Avenue,Philippines,1433,2020,6
366,Ed Sheeran,Philippines,1345,2020,7
367,Lauv,Philippines,1244,2020,8
368,TWICE,Philippines,1137,2020,9
369,Ariana Grande,Philippines,1012,2020,10
370,sanah,Poland,3465,2021,1
371,Mata,Poland,1880,2021,2
372,"Bedoes, Lanek",Poland,1875,2021,3
373,White 2115,Poland,1442,2021,4
374,Olivia Rodrigo,Poland,1042,2021,5
375,Dua Lipa,Poland,946,2021,6
376,The Weeknd,Poland,846,2021,7
377,Żabson,Poland,780,2021,8
378,chillwagon,Poland,761,2021,9
379,Måneskin,Poland,728,2021,10
380,Billie Eilish,Romania,3283,2019,1
381,Post Malone,Romania,2114,2019,2
382,XXXTENTACION,Romania,2010,2019,3
383,Ariana Grande,Romania,1829,2019,4
384,Nane,Romania,1755,2019,5
385,Ian,Romania,1749,2019,6
386,Ed Sheeran,Romania,1205,2019,7
387,Travis Scott,Romania,1184,2019,8
388,"Ian, Azteca",Romania,996,2019,9
389,Imagine Dragons,Romania,967,2019,10
390,Ed Sheeran,Singapore,2586,2019,1
391,JJ Lin,Singapore,2485,2019,2
392,Eric Chou,Singapore,2016,2019,3
393,Ariana Grande,Singapore,1850,2019,4
394,BLACKPINK,Singapore,1815,2019,5
395,Billie Eilish,Singapore,1703,2019,6
396,Shawn Mendes,Singapore,1607,2019,7
397,Jay Chou,Singapore,1465,2019,8
398,G.E.M.,Singapore,1334,2019,9
399,Lauv,Singapore,1332,2019,10
400,Ed Sheeran,Slovakia,1107,2017,1
401,Imagine Dragons,Slovakia,761,2017,2
402,Clean Bandit,Slovakia,430,2017,3
403,"Calvin Harris, Funk Wav",Slovakia,346,2017,4
404,Charlie Puth,Slovakia,301,2017,5
405,"The Chainsmokers, Coldplay",Slovakia,295,2017,6
406,Kendrick Lamar,Slovakia,290,2017,7
407,Kygo,Slovakia,271,2017,8
408,Avicii,Slovakia,268,2017,9
409,Lauv,Slovakia,265,2017,10
410,DMS,Slovakia,2963,2019,1
411,Billie Eilish,Slovakia,2563,2019,2
412,Post Malone,Slovakia,2219,2019,3
413,Gleb,Slovakia,1771,2019,4
414,Imagine Dragons,Slovakia,1463,2019,5
415,Ed Sheeran,Slovakia,1404,2019,6
416,Ariana Grande,Slovakia,1346,2019,7
417,Queen,Slovakia,1225,2019,8
418,Ellie Goulding,Slovakia,652,2019,9
419,Martin Garrix,Slovakia,633,2019,10
420,Beret,Spain,1346,2018,1
421,Ozuna,Spain,1334,2018,2
422,Ed Sheeran,Spain,1132,2018,3
423,Maluma,Spain,989,2018,4
424,Bad Bunny,Spain,941,2018,5
425,C. Tangana,Spain,927,2018,6
426,XXXTENTACION,Spain,823,2018,7
427,Imagine Dragons,Spain,791,2018,8
428,Danny Ocean,Spain,766,2018,9
429,ROSALÍA,Spain,717,2018,10
430,Beret,Spain,1582,2019,1
431,Bad Bunny,Spain,1292,2019,2
432,Aitana,Spain,1204,2019,3
433,ROSALÍA,Spain,1183,2019,4
434,Paulo Londra,Spain,1079,2019,5
435,Leiva,Spain,1003,2019,6
436,Ed Sheeran,Spain,923,2019,7
437,Ozuna,Spain,897,2019,8
438,Billie Eilish,Spain,805,2019,9
439,Maluma,Spain,734,2019,10
440,Bad Bunny,Spain,1884,2020,1
441,J Balvin,Spain,1762,2020,2
442,Beret,Spain,1309,2020,3
443,Myke Towers,Spain,1198,2020,4
444,Dua Lipa,Spain,1034,2020,5
445,Anuel AA,Spain,989,2020,6
446,Maluma,Spain,696,2020,7
447,Morad,Spain,690,2020,8
448,Nil Moliner,Spain,668,2020,9
449,Lewis Capaldi,Spain,660,2020,10
450,Hov1,Sweden,1684,2021,1
451,Miss Li,Sweden,1194,2021,2
452,Newkid,Sweden,1186,2021,3
453,Benjamin Ingrosso,Sweden,1135,2021,4
454,Molly Sandén,Sweden,1128,2021,5
455,Ant Wan,Sweden,1083,2021,6
456,The Weeknd,Sweden,1075,2021,7
457,Olivia Rodrigo,Sweden,1054,2021,8
458,Victor Leksell,Sweden,1052,2021,9
459,Justin Bieber,Sweden,1035,2021,10
460,LaLa Hsu,Taiwan,1929,2018,1
461,JJ Lin,Taiwan,1829,2018,2
462,A-Mei Chang,Taiwan,1690,2018,3
463,Ed Sheeran,Taiwan,1496,2018,4
464,Eason Chan,Taiwan,1252,2018,5
465,Eric Chou,Taiwan,1251,2018,6
466,G.E.M.,Taiwan,1159,2018,7
467,BTS,Taiwan,1139,2018,8
468,Charlie Puth,Taiwan,1073,2018,9
469,Ronghao Li,Taiwan,950,2018,10
470,G.E.M.,Taiwan,2093,2019,1
471,Jolin Tsai,Taiwan,2090,2019,2
472,Ed Sheeran,Taiwan,1779,2019,3
473,Eric Chou,Taiwan,1766,2019,4
474,Yoga Lin,Taiwan,1675,2019,5
475,JJ Lin,Taiwan,1646,2019,6
476,高爾宣 OSN,Taiwan,1326,2019,7
477,EggPlantEgg,Taiwan,1105,2019,8
478,LaLa Hsu,Taiwan,1051,2019,9
479,Ariana Grande,Taiwan,1022,2019,10
480,Ezhel,Turkey,3405,2018,1
481,Yüzyüzeyken Konuşuruz,Turkey,1784,2018,2
482,XXXTENTACION,Turkey,1240,2018,3
483,EDIS,Turkey,1229,2018,4
484,Mabel Matiz,Turkey,1055,2018,5
485,mor ve ötesi,Turkey,1034,2018,6
486,Imagine Dragons,Turkey,998,2018,7
487,Adamlar,Turkey,895,2018,8
488,Müslüm Gürses,Turkey,854,2018,9
489,maNga,Turkey,795,2018,10
490,Billie Eilish,United Kingdom,2393,2019,1
491,Post Malone,United Kingdom,2301,2019,2
492,Ed Sheeran,United Kingdom,2287,2019,3
493,Ariana Grande,United Kingdom,2047,2019,4
494,Lewis Capaldi,United Kingdom,1939,2019,5
495,George Ezra,United Kingdom,1188,2019,6
496,Drake,United Kingdom,1183,2019,7
497,Dave,United Kingdom,1068,2019,8
498,Queen,United Kingdom,939,2019,9
499,Khalid,United Kingdom,908,2019,10
500,Juice WRLD,United Kingdom,2177,2020,1
501,Billie Eilish,United Kingdom,1860,2020,2
502,Pop Smoke,United Kingdom,1575,2020,3
503,Lewis Capaldi,United Kingdom,1552,2020,4
504,Harry Styles,United Kingdom,1374,2020,5
505,Dua Lipa,United Kingdom,1158,2020,6
506,Stormzy,United Kingdom,1136,2020,7
507,Ed Sheeran,United Kingdom,1093,2020,8
508,Post Malone,United Kingdom,1028,2020,9
509,Fleetwood Mac,United Kingdom,995,2020,10
510,Paulo Londra,Uruguay,2383,2019,1
511,Ed Sheeran,Uruguay,1643,2019,2
512,Bad Bunny,Uruguay,1402,2019,3
513,Maluma,Uruguay,886,2019,4
514,Ozuna,Uruguay,867,2019,5
515,WOS,Uruguay,855,2019,6
516,Callejeros,Uruguay,803,2019,7
517,Rombai,Uruguay,771,2019,8
518,Billie Eilish,Uruguay,723,2019,9
519,No Te Va Gustar,Uruguay,685,2019,10
520,J Balvin,Uruguay,1694,2020,1
521,Bad Bunny,Uruguay,1548,2020,2
522,Camilo,Uruguay,1303,2020,3
523,Maluma,Uruguay,1146,2020,4
524,Dua Lipa,Uruguay,812,2020,5
525,WOS,Uruguay,744,2020,6
526,Ciro y los Persas,Uruguay,730,2020,7
527,Anuel AA,Uruguay,646,2020,8
528,Myke Towers,Uruguay,636,2020,9
529,Harry Styles,Uruguay,609,2020,10
530,Juice WRLD,Australia,2096,2020,1
531,Ed Sheeran,Australia,1776,2020,2
532,Billie Eilish,Australia,1752,2020,3
533,Pop Smoke,Australia,1440,2020,4
534,Post Malone,Australia,1425,2020,5
535,Lewis Capaldi,Australia,1357,2020,6
536,Harry Styles,Australia,1329,2020,7
537,Tones And I,Australia,1117,2020,8
538,Travis Scott,Australia,1082,2020,9
539,Dua Lipa,Australia,967,2020,10
540,Capital Bra,Austria,2427,2019,1
541,Billie Eilish,Austria,1892,2019,2
542,Post Malone,Austria,1495,2019,3
543,MERO,Austria,1066,2019,4
544,"Bonez MC, RAF Camora",Austria,978,2019,5
545,"Capital Bra, Samra",Austria,972,2019,6
546,Kontra K,Austria,964,2019,7
547,RAF Camora,Austria,927,2019,8
548,Summer Cem,Austria,916,2019,9
549,RIN,Austria,891,2019,10
550,Apache 207,Austria,2047,2020,1
551,Juice WRLD,Austria,1363,2020,2
552,Pop Smoke,Austria,1134,2020,3
553,Billie Eilish,Austria,1129,2020,4
554,Bonez MC,Austria,1078,2020,5
555,Lewis Capaldi,Austria,1007,2020,6
556,Ava Max,Austria,1004,2020,7
557,Travis Scott,Austria,945,2020,8
558,Samra,Austria,841,2020,9
559,Tones And I,Austria,761,2020,10
560,Piso 21,Bolivia,1614,2018,1
561,Maluma,Bolivia,1599,2018,2
562,Ozuna,Bolivia,1190,2018,3
563,Bad Bunny,Bolivia,1053,2018,4
564,Ed Sheeran,Bolivia,1052,2018,5
565,Sebastian Yatra,Bolivia,1049,2018,6
566,Manuel Turizo,Bolivia,1016,2018,7
567,CNCO,Bolivia,931,2018,8
568,Danny Ocean,Bolivia,900,2018,9
569,Zion & Lennox,Bolivia,793,2018,10
570,Bad Bunny,Bolivia,2845,2021,1
571,Christian Nodal,Bolivia,2096,2021,2
572,Rauw Alejandro,Bolivia,1341,2021,3
573,KAROL G,Bolivia,1237,2021,4
574,Olivia Rodrigo,Bolivia,1216,2021,5
575,Maluma,Bolivia,1076,2021,6
576,Camilo,Bolivia,1025,2021,7
577,BTS,Bolivia,960,2021,8
578,The Weeknd,Bolivia,924,2021,9
579,Paulo Londra,Bolivia,857,2021,10
580,Ozuna,Chile,1909,2018,1
581,Cami,Chile,1754,2018,2
582,Ed Sheeran,Chile,1440,2018,3
583,Anuel AA,Chile,1370,2018,4
584,Maluma,Chile,1228,2018,5
585,Bad Bunny,Chile,1216,2018,6
586,Manuel Turizo,Chile,1020,2018,7
587,Moral Distraida,Chile,1020,2018,8
588,Piso 21,Chile,994,2018,9
589,Zion & Lennox,Chile,957,2018,10
590,Bad Bunny,Costa Rica,3537,2021,1
591,Christian Nodal,Costa Rica,2890,2021,2
592,Olivia Rodrigo,Costa Rica,1500,2021,3
593,Rauw Alejandro,Costa Rica,1178,2021,4
594,Camilo,Costa Rica,1095,2021,5
595,Dua Lipa,Costa Rica,1066,2021,6
596,KAROL G,Costa Rica,964,2021,7
597,Sech,Costa Rica,944,2021,8
598,Maluma,Costa Rica,878,2021,9
599,Doja Cat,Costa Rica,833,2021,10
600,Ed Sheeran,Czech Republic,3398,2017,1
601,Imagine Dragons,Czech Republic,2042,2017,2
602,Linkin Park,Czech Republic,1822,2017,3
603,Twenty One Pilots,Czech Republic,977,2017,4
604,Shawn Mendes,Czech Republic,916,2017,5
605,The Chainsmokers,Czech Republic,887,2017,6
606,Major Lazer,Czech Republic,851,2017,7
607,Yzomandias,Czech Republic,846,2017,8
608,Alan Walker,Czech Republic,778,2017,9
609,Clean Bandit,Czech Republic,698,2017,10
610,Viktor Sheen,Czech Republic,2332,2021,1
611,Yzomandias,Czech Republic,1302,2021,2
612,Olivia Rodrigo,Czech Republic,1201,2021,3
613,Mirai,Czech Republic,1088,2021,4
614,Earth,Czech Republic,1086,2021,5
615,Imagine Dragons,Czech Republic,1080,2021,6
616,Dua Lipa,Czech Republic,994,2021,7
617,The Weeknd,Czech Republic,988,2021,8
