,artist,region,date,n
2567,Juice WRLD,United States,2020,11
2568,STIG,Finland,2020,11
2569,"Mora, Bad Bunny, Sech",Panama,2021,11
2570,BRÍET,Iceland,2021,11
2571,Pink Sweat$,Malaysia,2021,11
2572,Internet Money,Bulgaria,2020,11
2573,Moira Dela Torre,Philippines,2020,11
2574,Internet Money,United States,2020,11
2575,"Jul, SCH",France,2020,11
2576,"Pitsa, Reket, kohver, boipepperoni",Estonia,2020,11
2577,Justin Bieber,Slovakia,2021,11
2578,Justin Bieber,Switzerland,2021,11
2579,kostromin,Ukraine,2021,11
2580,"Myke Towers, Juhn",El Salvador,2021,11
2581,"DJ Maphorisa, Tyler ICU, Sir Trill, Daliwonga, Kabza De Small",South Africa,2021,11
2582,Doja Cat,United States,2021,11
2583,Masked Wolf,Switzerland,2021,11
2584,"Sebastian Yatra, Myke Towers",Paraguay,2021,11
2585,Gleb,Slovakia,2021,11
2586,Aka 7even,Italy,2021,11
2587,Blind Channel,Finland,2021,11
2588,"Hov1, Dree Low",Sweden,2021,11
2589,Ed Sheeran,Switzerland,2021,11
2590,Sech,Spain,2021,11
2591,"Los Legendarios, Wisin, Jhay Cortez",Argentina,2021,11
2592,Justin Bieber,United Kingdom,2021,11
2593,TIX,Norway,2021,11
2594,"Becky G, Bad Bunny",Honduras,2017,11
2595,"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas",Belgium,2017,11
2596,"Deeperise, Jabbar",Turkey,2017,11
2597,"ZAYN, Sia",Greece,2017,11
2598,"Ronnie Flex, Maan",Netherlands,2018,11
2599,Eminem,Norway,2018,11
2600,"Camilo, Evaluna Montaner",Peru,2021,11
2601,"Post Malone, 21 Savage",Global,2018,11
2602,"Post Malone, 21 Savage",Greece,2018,11
2603,"Camila Cabello, Young Thug",Thailand,2018,11
2604,"G-Eazy, Halsey",Hungary,2017,11
2605,G-Eazy,Hungary,2018,11
2606,MEYOU,Thailand,2021,11
2607,Muslim - مُسلِم,Egypt,2021,11
2608,Orelsan,France,2021,11
2609,Eminem,Austria,2018,10
2610,Lady Gaga,Singapore,2020,10
2611,Rombai,Uruguay,2017,10
2612,Bad Bunny,Uruguay,2018,10
2613,Haloo Helsinki!,Finland,2018,10
2614,Ben&Ben,Philippines,2020,10
2615,Shakira,Argentina,2017,10
2616,Post Malone,Denmark,2018,10
2617,Francesco Gabbani,Italy,2017,10
2618,6ix9ine,Morocco,2020,10
2619,XXXTENTACION,Global,2018,10
2620,Eminem,Canada,2018,10
2621,Emman,Philippines,2020,10
2622,benny blanco,Hong Kong,2018,10
2623,"J Balvin, Zion & Lennox",Paraguay,2018,10
2624,"Lil Peep, XXXTENTACION",Estonia,2018,10
2625,"Summer Cem, Bausa",Germany,2018,10
2626,BLACKPINK,Singapore,2018,10
2627,Bushido,Germany,2018,10
2628,Eminem,Romania,2018,10
2629,"Drake, Michael Jackson",Sweden,2018,10
2630,Salmo,Italy,2019,10
2631,"Nane, Oscar, Super Ed",Romania,2020,10
2632,"Lil Peep, XXXTENTACION",Norway,2018,10
2633,Ben&Ben,Philippines,2018,10
2634,Drake,El Salvador,2018,10
2635,Samra,Switzerland,2018,10
2636,Booba,France,2019,10
2637,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Chile,2019,10
2638,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Honduras,2019,10
2639,"Lady Gaga, Bradley Cooper",Vietnam,2018,10
2640,"Lady Gaga, Bradley Cooper",Switzerland,2019,10
2641,Juju,Germany,2019,10
2642,"XXXTENTACION, Lil Pump",Portugal,2018,10
2643,Mahmood,Lithuania,2019,10
2644,"Y2K, bbno$",Romania,2019,10
2645,Tones And I,United Arab Emirates,2020,10
2646,Travis Scott,United Arab Emirates,2019,10
2647,Tones And I,Romania,2020,10
2648,GUNGUN,Thailand,2020,10
2649,Lewis Capaldi,Ireland,2020,10
2650,"SNIK, Guè Pequeno, Noizy, Capo Plaza",Greece,2019,10
2651,"Shiva, tha Supreme",Italy,2020,10
2652,Wet Bed Gang,Portugal,2020,10
2653,Cledos,Finland,2020,10
2654,Diodato,Italy,2020,10
2655,Eminem,Finland,2020,10
2656,Ufo361,Germany,2020,10
2657,Kendrick Lamar,Lithuania,2017,10
2658,Boza,Panama,2020,10
2659,The Weeknd,Poland,2020,10
2660,Danny Ocean,El Salvador,2017,10
2661,"French Montana, Swae Lee",Luxembourg,2017,10
2662,"187 Strassenbande, Bonez MC, Gzuz",Germany,2017,10
2663,"Spekti, Tasis",Finland,2017,10
2664,Shirin David,Germany,2021,10
2665,"Pil C, Ben Cristovao",Slovakia,2020,10
2666,"Jawsh 685, Jason Derulo",Global,2020,10
2667,Lord Siva,Denmark,2020,10
2668,Pop Smoke,Iceland,2020,10
2669,Mariah Carey,Germany,2020,10
2670,"MG, SNIK",Greece,2020,10
2671,Gettomasa,Finland,2020,10
2672,Anson Lo 盧瀚霆,Hong Kong,2021,10
2673,Newkid,Sweden,2021,10
2674,Branco,Denmark,2021,10
2675,RAF Camora,Austria,2021,10
2676,"Bad Bunny, Jhay Cortez",Paraguay,2021,10
2677,Tiësto,Slovakia,2021,10
2678,MORGENSHTERN,Latvia,2021,10
2679,Ozuna,Argentina,2020,10
2680,"Manuel, T. Danny",Hungary,2020,10
2681,Ozuna,Uruguay,2020,10
2682,"Bad Bunny, Jhay Cortez",Spain,2021,10
2683,Benjamin Ingrosso,Sweden,2020,10
2684,Tarcísio do Acordeon,Brazil,2021,10
2685,Birnir,Iceland,2021,10
2686,BTS,Ukraine,2020,10
2687,The Kid LAROI,Australia,2020,10
2688,Ekipa,Poland,2021,10
2689,Brenda Lee,United States,2020,10
2690,Justin Bieber,Israel,2021,10
2691,"Dj Guuga, DJ Ivis",Brazil,2021,10
2692,"Busta 929, Mpura, Zuma, Mr JazziQ, Lady Du, Reece Madlisa",South Africa,2021,10
2693,Booba,France,2021,10
2694,Jamule,Germany,2021,10
2695,"RAF Camora, Bonez MC",Germany,2021,10
2696,Ink Waruntorn,Thailand,2021,10
2697,Masked Wolf,Egypt,2021,10
2698,ROSÉ,South Korea,2021,10
2699,Rauw Alejandro,Ecuador,2021,10
2700,Rauw Alejandro,Dominican Republic,2021,10
2701,Tusse,Sweden,2021,10
2702,Polo G,Canada,2021,10
2703,Rauw Alejandro,Bolivia,2021,10
2704,Taylor Swift,United States,2021,10
2705,Rauw Alejandro,Panama,2021,10
2706,Justin Bieber,Portugal,2021,10
2707,"Becky G, Bad Bunny",El Salvador,2017,10
2708,Yade Lauren,Netherlands,2021,10
2709,"Camila Cabello, Young Thug",Hong Kong,2017,10
2710,Khalid,New Zealand,2017,10
2711,"Carlos Vives, Sebastian Yatra",El Salvador,2017,10
2712,John Amplificado,Brazil,2021,10
2713,"Logic, Alessia Cara, Khalid",United States,2017,10
2714,Bloody Hawk,Greece,2021,10
2715,Ego,Slovakia,2018,10
2716,Coez,Italy,2018,10
2717,Salmo,Italy,2017,10
2718,"Post Malone, 21 Savage",Estonia,2018,10
2719,"Post Malone, 21 Savage",Switzerland,2018,10
2720,Wham!,Austria,2021,10
2721,Mariah Carey,United Kingdom,2017,10
2722,WeiBird,Taiwan,2021,10
2723,Bonny Lovy,Bolivia,2021,10
2724,"Ozuna, Cardi B",Dominican Republic,2018,10
2725,"Bizzey, Kraantje Pappie, Chivv, Yung Felix",Netherlands,2018,10
2726,Mariah Carey,Belgium,2017,10
2727,Camila Cabello,Switzerland,2018,10
2728,Ed Sheeran,Denmark,2021,10
2729,Gazapizm,Turkey,2017,10
2730,Daddy Yankee,Dominican Republic,2018,9
2731,Samir & Viktor,Sweden,2018,9
2732,Shakira,Chile,2017,9
2733,"Hennedub, Gilli, Lukas Graham",Denmark,2018,9
2734,"Piso 21, Paulo Londra",Paraguay,2018,9
2735,The Chainsmokers,Hungary,2018,9
2736,Daddy Yankee,Spain,2018,9
2737,Bad Bunny,Chile,2020,9
2738,"Bad Bunny, Don Omar",Spain,2020,9
2739,Childish Gambino,Global,2018,9
2740,Ariana Grande,Slovakia,2018,9
2741,Childish Gambino,Australia,2018,9
2742,Drake,Netherlands,2018,9
2743,Bad Bunny,Costa Rica,2020,9
2744,Childish Gambino,New Zealand,2018,9
2745,Calvin Harris,Latvia,2018,9
2746,"Marion Jola, Rayi Putra",Indonesia,2018,9
2747,"Ozuna, Manuel Turizo",Honduras,2018,9
2748,Eminem,Hong Kong,2018,9
2749,Kanye West,Lithuania,2018,9
2750,Via Vallen,Indonesia,2018,9
2751,XXXTENTACION,South Africa,2018,9
2752,XXXTENTACION,Belgium,2018,9
2753,Eminem,United States,2018,9
2754,XXXTENTACION,Slovakia,2018,9
2755,"Alan Walker, Sophia Somajo",Norway,2018,9
2756,Kanye West,Sweden,2018,9
2757,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",Denmark,2018,9
2758,Sech,El Salvador,2020,9
2759,Mariah Carey,Sweden,2018,9
2760,MellemFingaMuzik,Denmark,2018,9
2761,Laddi,Iceland,2018,9
2762,"Lady Gaga, Bradley Cooper",Portugal,2019,9
2763,"Justin Quiles, Daddy Yankee, El Alfa",Spain,2020,9
2764,Teflon Brothers,Finland,2019,9
2765,"Ozuna, Manuel Turizo",Paraguay,2018,9
2766,OG Version,Lithuania,2020,9
2767,Ego,Slovakia,2020,9
2768,"Sebastian Yatra, Mau y Ricky",Ecuador,2018,9
2769,Mariah Carey,Switzerland,2018,9
2770,"Eno, MERO",Austria,2019,9
2771,"Lady Gaga, Bradley Cooper",Slovakia,2019,9
2772,Maluma,Bolivia,2019,9
2773,"Eno, MERO",Germany,2019,9
2774,"Bad Bunny, Tainy",Nicaragua,2019,9
2775,Ava Max,Switzerland,2018,9
2776,"Post Malone, Swae Lee",Malaysia,2018,9
2777,"J Balvin, Bad Bunny",Nicaragua,2019,9
2778,Jolin Tsai,Taiwan,2018,9
2779,"Sech, Ozuna",Uruguay,2019,9
2780,"Post Malone, Swae Lee",Australia,2018,9
2781,"Jay Chou, 阿信",Singapore,2019,9
2782,"Yash Narvekar, Parampara Tandon, Tanishk Bagchi",India,2020,9
2783,Bad Bunny,Panama,2019,9
2784,Arizona Zervas,Canada,2019,9
2785,Herman Flesvig,Norway,2020,9
2786,Bad Bunny,Spain,2020,9
2787,Dua Lipa,Singapore,2020,9
2788,"Bad Bunny, Jowell & Randy, Ñengo Flow",Paraguay,2020,9
2789,Quebonafide,Poland,2020,9
2790,BOWKYLION,Thailand,2020,9
2791,"J Balvin, Willy William",Greece,2017,9
2792,Billie Eilish,United Kingdom,2020,9
2793,Luciano,Germany,2020,9
2794,ريكلس,Saudi Arabia,2020,9
2795,Drake,Greece,2020,9
2796,Drake,Romania,2020,9
2797,Billie Eilish,Hong Kong,2020,9
2798,Justin Bieber,Norway,2017,9
2799,"Luis Fonsi, Daddy Yankee, Justin Bieber",Colombia,2017,9
2800,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Portugal,2017,9
2801,"Luis Fonsi, Daddy Yankee, Justin Bieber",Guatemala,2017,9
2802,Salvador Sobral,Portugal,2017,9
2803,Billie Eilish,United States,2020,9
2804,Big Baby Tape,Russia,2020,9
2805,Sfera Ebbasta,Italy,2021,9
2806,"Bad Bunny, Jhay Cortez",Global,2021,9
2807,SLAVA MARLOW,Latvia,2020,9
2808,"MYA, TINI, Duki",Argentina,2021,9
2809,Tiësto,Lithuania,2021,9
2810,SZA,United States,2021,9
2811,Yuri NR5,Portugal,2021,9
2812,"nublu, Mikael Gabriel",Estonia,2021,9
2813,L.A.B.,New Zealand,2021,9
2814,KAROL G,Uruguay,2021,9
2815,"MYA, TINI, Duki",Uruguay,2021,9
2816,Nadin Amizah,Indonesia,2020,9
2817,Taylor Swift,Canada,2020,9
2818,"Migrantes, Alico",Uruguay,2020,9
2819,Wham!,Austria,2020,9
2820,Justin Bieber,Netherlands,2020,9
2821,"KHEA, Duki",Argentina,2021,9
2822,"YB026, Nuteh Jonez",Finland,2021,9
2823,Masked Wolf,Israel,2021,9
2824,Rauw Alejandro,Nicaragua,2021,9
2825,Rauw Alejandro,Colombia,2021,9
2826,Rauw Alejandro,Honduras,2021,9
2827,"Saske, Rack, Beyond",Greece,2021,9
2828,"Tion Wayne, Russ Millions",Australia,2021,9
2829,Doja Cat,United Arab Emirates,2021,9
2830,Doja Cat,Saudi Arabia,2021,9
2831,Rauw Alejandro,Guatemala,2021,9
2832,"Colapesce, Dimartino",Italy,2021,9
2833,Rauw Alejandro,Chile,2021,9
2834,Rauw Alejandro,El Salvador,2021,9
2835,Rauw Alejandro,Costa Rica,2021,9
2836,Justin Bieber,Ireland,2021,9
2837,Sam Smith,Malaysia,2017,9
2838,Tainy,Nicaragua,2021,9
2839,"W/N, Duongg, Nau, titie",Vietnam,2021,9
2840,Dua Lipa,Brazil,2017,9
2841,"Post Malone, 21 Savage",Iceland,2017,9
2842,LeeHi,Malaysia,2021,9
2843,quiizzzmeow,Ukraine,2021,9
2844,"Joey Montana, Sebastian Yatra",Bolivia,2017,9
2845,Mariah Carey,Canada,2021,9
2846,"Young Leosia, Żabson",Poland,2021,9
2847,Molo,Denmark,2017,9
2848,Mariah Carey,Austria,2021,9
2849,The Kid LAROI,Indonesia,2021,9
2850,"Camila Cabello, Young Thug",Philippines,2018,9
2851,Adele,Finland,2021,9
2852,Farruko,Uruguay,2021,9
2853,Camila Cabello,Greece,2018,9
2854,Camila Cabello,Philippines,2018,9
2855,Camila Cabello,Global,2018,9
2856,"Marshmello, Anne-Marie",Singapore,2018,8
2857,"Capital Bra, Loredana",Germany,2020,8
2858,PRO8L3M,Poland,2018,8
2859,"Capital Bra, Loredana",Switzerland,2020,8
2860,Harry Nach,Bolivia,2020,8
2861,"Capital Bra, Loredana",Austria,2020,8
2862,Wolfine,Ecuador,2018,8
2863,"Kygo, Miguel",Norway,2018,8
2864,Lady Gaga,Thailand,2020,8
2865,CNCO,Panama,2017,8
2866,"MC Kekel, MC Rita",Brazil,2018,8
2867,"Carl Brave, Mara Sattei, tha Supreme",Italy,2020,8
2868,BTS,Hong Kong,2018,8
2869,"THE SCOTTS, Travis Scott, Kid Cudi",Morocco,2020,8
2870,Zion & Lennox,Chile,2018,8
2871,Kanye West,Slovakia,2018,8
2872,Childish Gambino,Canada,2018,8
2873,"The Chainsmokers, Coldplay",Japan,2017,8
2874,Aya Nakamura,France,2018,8
2875,RAF Camora,Austria,2018,8
2876,XXXTENTACION,Greece,2018,8
2877,"Bonez MC, RAF Camora",Austria,2018,8
2878,Manuel Turizo,Colombia,2018,8
2879,Taco Hemingway,Poland,2018,8
2880,"Bedoes, Kubi Producent, Rafonix",Poland,2018,8
2881,Ozuna,Dominican Republic,2020,8
2882,DJ Snake,Chile,2018,8
2883,Ben Fero,Turkey,2018,8
2884,"Bad Bunny, El Alfa",Dominican Republic,2019,8
2885,Birnir,Iceland,2018,8
2886,Post Malone,Finland,2019,8
2887,"Milion Plus, Nik Tendo, Hasan, Kamil Hoffmann",Czech Republic,2018,8
2888,Bonez MC,Switzerland,2020,8
2889,"Lil Peep, XXXTENTACION",Sweden,2018,8
2890,Mariah Carey,Austria,2018,8
2891,"Lady Gaga, Bradley Cooper",New Zealand,2018,8
2892,Ariana Grande,Bulgaria,2018,8
2893,"Sokół, PRO8L3M, Steez83, Taco Hemingway",Poland,2019,8
2894,Floni,Iceland,2019,8
2895,"Post Malone, Swae Lee",Singapore,2019,8
2896,BLACKPINK,Hong Kong,2019,8
2897,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Honduras,2019,8
2898,Shirin David,Germany,2019,8
2899,"Đen, Thành Đồng, Vũ.",Vietnam,2019,8
2900,Wham!,Poland,2018,8
2901,"Daddy Yankee, Snow",Nicaragua,2019,8
2902,Imagine Dragons,Czech Republic,2018,8
2903,Luche,Italy,2019,8
2904,Post Malone,Denmark,2019,8
2905,BLACKPINK,Singapore,2019,8
2906,BLACKPINK,Vietnam,2019,8
2907,"Capital Bra, Summer Cem, KC Rebell",Switzerland,2019,8
2908,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",Panama,2019,8
2909,Shawn Mendes,India,2019,8
2910,Billie Eilish,Denmark,2019,8
2911,Halsey,Romania,2018,8
2912,Mariah Carey,Ireland,2018,8
2913,"RAF Camora, AriBeatz",Austria,2018,8
2914,Fiersa Besari,Indonesia,2019,8
2915,Wham!,Sweden,2018,8
2916,"Daddy Yankee, Snow",Colombia,2019,8
2917,Taylor Swift,Vietnam,2019,8
2918,Karpe,Norway,2019,8
2919,"Sech, Darell",Spain,2019,8
2920,RAF Camora,Austria,2019,8
2921,Light,Greece,2019,8
2922,Marracash,Italy,2019,8
2923,"Post Malone, Swae Lee",United States,2018,8
2924,The Weeknd,Romania,2019,8
2925,The Weeknd,United States,2019,8
2926,The Weeknd,Canada,2019,8
2927,PLK,France,2019,8
2928,Tones And I,Bulgaria,2020,8
2929,"Zuna, Loredana, SRNO",Germany,2020,8
2930,Light,Greece,2020,8
2931,Mariah Carey,Ireland,2019,8
2932,Mad Clip,Greece,2019,8
2933,Eden Hason,Israel,2020,8
2934,Roddy Ricch,Iceland,2020,8
2935,Trevor Daniel,Latvia,2020,8
2936,GIULIA BE,Portugal,2020,8
2937,Roddy Ricch,Lithuania,2020,8
2938,"Đen, Phương Anh Đào",Vietnam,2020,8
2939,Drake,Latvia,2020,8
2940,Roddy Ricch,Hungary,2020,8
2941,Herra Hnetusmjör,Iceland,2020,8
2942,"Bad Bunny, Sech",Chile,2020,8
2943,"Luis Fonsi, Daddy Yankee, Justin Bieber",Ecuador,2017,8
2944,Red Velvet,Vietnam,2019,8
2945,"Hkeem, Temur",Norway,2017,8
2946,"Yash Narvekar, Parampara Tandon, Tanishk Bagchi",India,2019,8
2947,J Balvin,Spain,2020,8
2948,Danny Ocean,Argentina,2017,8
2949,Nikke Ankara,Finland,2017,8
2950,Tarkan,Turkey,2017,8
2951,David Guetta,Bulgaria,2017,8
2952,Taylor Swift,Czech Republic,2017,8
2953,Taylor Swift,Lithuania,2017,8
2954,"A.R. Rahman, Jonita Gandhi, Hriday Gattani",India,2020,8
2955,"SNIK, Light, Mad Clip",Greece,2020,8
2956,"AlbertNbn, Nane",Romania,2021,8
2957,Internet Money,United Arab Emirates,2021,8
2958,Harry Styles,Portugal,2020,8
2959,Ariana Grande,Philippines,2021,8
2960,Internet Money,South Africa,2021,8
2961,"Ufo361, Bonez MC",Austria,2021,8
2962,Crowd Lu,Singapore,2021,8
2963,Mariah Carey,Sweden,2020,8
2964,Alien Huang,Taiwan,2020,8
2965,Ariana Grande,Vietnam,2020,8
2966,Mariah Carey,Poland,2020,8
2967,"C. Tangana, Niño de Elche, La Húngara",Spain,2020,8
2968,Mariah Carey,United States,2020,8
2969,MEDUZA,Ireland,2021,8
2970,KHEA,Spain,2020,8
2971,Billie Eilish,Canada,2020,8
2972,"Manuel Turizo, Rauw Alejandro, Myke Towers",Spain,2020,8
2973,Taylor Swift,Australia,2020,8
2974,Vũ.,Vietnam,2020,8
2975,Billie Eilish,Romania,2020,8
2976,Damso,France,2021,8
2977,10AGE,Russia,2021,8
2978,Justin Bieber,Taiwan,2021,8
2979,"Gera MX, Christian Nodal",Honduras,2021,8
2980,"Luísa Sonza, Pabllo Vittar, Anitta",Brazil,2020,8
2981,Rauw Alejandro,Paraguay,2021,8
2982,J. Cole,South Africa,2021,8
2983,"Lil Tjay, 6LACK",United States,2021,8
2984,"Rack, Ortiz",Greece,2021,8
2985,Bassi Maraj,Iceland,2021,8
2986,"Los Legendarios, Wisin, Jhay Cortez",Uruguay,2021,8
2987,Sam Smith,Sweden,2017,8
2988,Glass Animals,Austria,2021,8
2989,Ninho,France,2017,8
2990,Bilal Wahib,Netherlands,2021,8
2991,"RAF Camora, Luciano",Germany,2021,8
2992,"Selena Gomez, Marshmello",Taiwan,2018,8
2993,"Post Malone, 21 Savage",Czech Republic,2018,8
2994,"Emilia, Tiago PZK",Uruguay,2021,8
2995,Adele,Slovakia,2021,8
2996,Mariah Carey,Slovakia,2017,8
2997,Adele,Saudi Arabia,2021,8
2998,GONE.Fludd,Ukraine,2021,8
2999,Batuflex,Turkey,2021,8
3000,"RAF Camora, Luciano",Austria,2021,8
3001,"Maluma, Nego do Borel",Mexico,2018,8
3002,Eminem,Switzerland,2017,8
3003,CompincheMusic,Dominican Republic,2021,8
3004,"Le classico organisé, Jul, Alonzo, Lacrim, Mister You, Niro, Kofs, Le Rat Luciano, DA Uzi",France,2021,8
3005,"Helene Olafsen, Norges Nye Megahit",Norway,2021,8
3006,Ninho,France,2018,7
3007,"AK AUSSERKONTROLLE, Bonez MC",Germany,2020,7
3008,Yasin,Sweden,2020,7
3009,"Selena Gomez, Marshmello",Malaysia,2018,7
3010,"Logi Pedro, Birnir",Iceland,2018,7
3011,J Balvin,Panama,2020,7
3012,CNCO,Uruguay,2017,7
3013,"Mikael Gabriel, Isac Elliot",Finland,2017,7
3014,Enrique Iglesias,Spain,2018,7
3015,"Reket, Liis Lemsalu, Avoid Dave",Estonia,2020,7
3016,Shakira,Panama,2017,7
3017,The Weeknd,Canada,2018,7
3018,"DJ Stephan, Mad Clip, iLLEOo",Greece,2020,7
3019,Post Malone,Estonia,2018,7
3020,"Banda MS de Sergio Lizárraga, Snoop Dogg",Mexico,2020,7
3021,"Anuel AA, Bad Bunny",Chile,2020,7
3022,IU,Singapore,2020,7
3023,Bad Bunny,Panama,2020,7
3024,"The Chainsmokers, Halsey",Japan,2017,7
3025,J Balvin,El Salvador,2020,7
3026,Masaki Suda,Japan,2018,7
3027,Dennis Lloyd,Estonia,2018,7
3028,6ix9ine,Czech Republic,2020,7
3029,Selena Gomez,Hong Kong,2018,7
3030,"Alok, Bruno Martini, Zeeba",Brazil,2017,7
3031,Apache 207,Switzerland,2020,7
3032,BTS,Thailand,2018,7
3033,Calvin Harris,Romania,2018,7
3034,Bushido,Switzerland,2018,7
3035,"Boef, Ashafar",Netherlands,2020,7
3036,XXXTENTACION,Czech Republic,2018,7
3037,Lil Wayne,United States,2018,7
3038,"Feid, Justin Quiles",Colombia,2020,7
3039,Eminem,Global,2018,7
3040,XXXTENTACION,United States,2018,7
3041,XXXTENTACION,Canada,2018,7
3042,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",Argentina,2018,7
3043,"Drake, Michael Jackson",Denmark,2018,7
3044,Ariana Grande,Israel,2018,7
3045,"Angèle, Roméo Elvis",France,2019,7
3046,"Zedd, Elley Duhé",Taiwan,2018,7
3047,I Belong to the Zoo,Philippines,2019,7
3048,Paulo Londra,Costa Rica,2018,7
3049,"Miksu / Macloud, Summer Cem, Luciano, Jamule",Germany,2020,7
3050,Lil Baby,United States,2018,7
3051,"KAROL G, Anuel AA",Dominican Republic,2018,7
3052,Sheck Wes,United States,2018,7
3053,BLACKPINK,Taiwan,2019,7
3054,"BigDaddy, Emily",Vietnam,2019,7
3055,"Ufo361, RIN",Austria,2019,7
3056,Josylvio,Netherlands,2019,7
3057,"Logic, Eminem",United States,2019,7
3058,"Pedro Capó, Farruko",Bolivia,2019,7
3059,Bad Bunny,Switzerland,2018,7
3060,"Lady Gaga, Bradley Cooper",Hungary,2019,7
3061,Molo,Denmark,2018,7
3062,Billie Eilish,Sweden,2019,7
3063,"Avicii, Aloe Blacc",Finland,2019,7
3064,"Ufo361, RIN",Germany,2019,7
3065,Mabel,Netherlands,2019,7
3066,"F.HERO, Lazyloxy, OG-ANIC",Thailand,2019,7
3067,"Anitta, MC Kevinho",Brazil,2019,7
3068,Samra,Switzerland,2019,7
3069,"Lady Gaga, Bradley Cooper",Hong Kong,2019,7
3070,JENNIE,Thailand,2019,7
3071,BLACKPINK,Indonesia,2019,7
3072,"Tyler, The Creator",United States,2019,7
3073,"Sơn Tùng M-TP, Snoop Dogg",Vietnam,2019,7
3074,Mahmood,Iceland,2019,7
3075,Ed Sheeran,Denmark,2019,7
3076,Séra Bjössi,Iceland,2018,7
3077,Luciano,Germany,2019,7
3078,Samra,Germany,2018,7
3079,"Lady Gaga, Bradley Cooper",Belgium,2019,7
3080,Taylor Swift,Taiwan,2019,7
3081,Ed Sheeran,Netherlands,2019,7
3082,Boomdabash,Italy,2019,7
3083,Ed Sheeran,United States,2019,7
3084,"Y2K, bbno$",Egypt,2019,7
3085,Ali Gatie,Malaysia,2019,7
3086,Post Malone,Iceland,2019,7
3087,Travis Scott,Global,2019,7
3088,"Angèle, Roméo Elvis",France,2018,7
3089,Jonas Brothers,Taiwan,2019,7
3090,Krisko,Bulgaria,2019,7
3091,"Niska, Ninho",France,2019,7
3092,Drake,Canada,2019,7
3093,"Kalazh44, Capital Bra, Samra, Nimo, Luciano",Austria,2019,7
3094,"Shawn Mendes, Camila Cabello",Estonia,2019,7
3095,Aron Can,Iceland,2019,7
3096,"Kalazh44, Capital Bra, Samra, Nimo, Luciano",Germany,2019,7
3097,"Shawn Mendes, Camila Cabello",Saudi Arabia,2019,7
3098,Lazza,Italy,2019,7
3099,Naar,Morocco,2019,7
3100,Sagopa Kajmer,Turkey,2019,7
3101,Dappy,Greece,2019,7
3102,Tones And I,Poland,2019,7
3103,"El Alfa, Lil Pump",Dominican Republic,2019,7
3104,Tones And I,United Kingdom,2020,7
3105,"Camilo, Pedro Capó",Ecuador,2019,7
3106,"Nimo, Hava",Germany,2019,7
3107,Pyhimys,Finland,2020,7
3108,"Loredana, Rymez",Austria,2020,7
3109,"PRO8L3M, Wanda i Banda",Poland,2020,7
3110,"Nimo, Hava",Austria,2019,7
3111,"Marwan Pablo, Molotof Music",Egypt,2019,7
3112,"Loredana, Rymez",Germany,2020,7
3113,Hoang Thuy Linh,Vietnam,2019,7
3114,"French Montana, Swae Lee",United States,2017,7
3115,Roddy Ricch,Ireland,2020,7
3116,Dua Lipa,Lithuania,2017,7
3117,"Quebonafide, Taco Hemingway",Poland,2020,7
3118,Roddy Ricch,Australia,2020,7
3119,DJ Jonathan,Dominican Republic,2017,7
3120,Mariah Carey,Austria,2019,7
3121,Drake,Lithuania,2020,7
3122,Billie Eilish,Slovakia,2020,7
3123,Billie Eilish,Ireland,2020,7
3124,V,Vietnam,2020,7
3125,DJ Khaled,New Zealand,2017,7
3126,Lil Uzi Vert,United States,2019,7
3127,Nik Tendo,Czech Republic,2020,7
3128,Camilo,Guatemala,2020,7
3129,"THE SCOTTS, Travis Scott, Kid Cudi",Global,2020,7
3130,"KAROL G, Nicki Minaj",Dominican Republic,2019,7
3131,Matthaios,Philippines,2019,7
3132,"TopGunn, Branco",Denmark,2020,7
3133,"THE SCOTTS, Travis Scott, Kid Cudi",Portugal,2020,7
3134,"Luis Fonsi, Daddy Yankee, Justin Bieber",Costa Rica,2017,7
3135,Kendrick Lamar,Global,2017,7
3136,"Luis Fonsi, Daddy Yankee, Justin Bieber",Mexico,2017,7
3137,Gzuz,Austria,2020,7
3138,Justin Bieber,Slovakia,2017,7
3139,"THE SCOTTS, Travis Scott, Kid Cudi",France,2020,7
3140,"Luis Fonsi, Daddy Yankee, Justin Bieber",Bolivia,2017,7
3141,Roddy Ricch,United States,2019,7
3142,Justin Bieber,Poland,2017,7
3143,"THE SCOTTS, Travis Scott, Kid Cudi",South Africa,2020,7
3144,Dark Polo Gang,Italy,2017,7
3145,"Guè Pequeno, Sfera Ebbasta",Italy,2017,7
3146,Mc Livinho,Brazil,2017,7
3147,"Eldzhey, MORGENSHTERN",Russia,2020,7
3148,"Eldzhey, MORGENSHTERN",Ukraine,2020,7
3149,"Stormy, Tagne",Morocco,2021,7
3150,Wren Evans,Vietnam,2021,7
3151,Apache 207,Switzerland,2021,7
3152,Guzior,Poland,2021,7
