,artist,region,date,n
1838,Damso,France,2018,19
1839,Kendrick Lamar,Taiwan,2018,19
1840,Dua Lipa,Philippines,2018,19
1841,Irama,Italy,2020,19
1842,Anitta,Brazil,2018,19
1843,Rudimental,Austria,2018,19
1844,Drake,New Zealand,2020,19
1845,Clean Bandit,Finland,2018,19
1846,SANNI,Finland,2018,19
1847,Drake,Thailand,2018,19
1848,Drake,Honduras,2018,19
1849,"Marshmello, Bastille",Singapore,2018,19
1850,Eminem,Israel,2018,19
1851,Sech,Bolivia,2020,19
1852,Sech,Costa Rica,2020,19
1853,ONEMANSHOW Foundation,Czech Republic,2018,19
1854,"Becky G, Natti Natasha",Argentina,2018,19
1855,BEGE,Turkey,2020,19
1856,"Dua Lipa, BLACKPINK",Indonesia,2018,19
1857,Paulo Londra,Uruguay,2019,19
1858,Post Malone,Latvia,2019,19
1859,"Post Malone, Swae Lee",New Zealand,2019,19
1860,MERO,Austria,2018,19
1861,The Toys,Thailand,2019,19
1862,"Pedro Capó, Farruko",Paraguay,2018,19
1863,BTS,Hong Kong,2019,19
1864,"Pedro Capó, Farruko",Peru,2019,19
1865,Lil Nas X,South Africa,2019,19
1866,"Priceless, Frenna, Murda",Netherlands,2019,19
1867,Jonas Brothers,Australia,2019,19
1868,"Lunay, Daddy Yankee, Bad Bunny",Spain,2019,19
1869,"J Balvin, Bad Bunny",Guatemala,2019,19
1870,Nenny,Portugal,2019,19
1871,"Shawn Mendes, Camila Cabello",Germany,2019,19
1872,"LEX, Ortiz",Greece,2019,19
1873,Henrique & Juliano,Brazil,2019,19
1874,Kendrick Lamar,Australia,2017,19
1875,Justin Bieber,Denmark,2017,19
1876,"KitschKrieg, Jamule, SFR",Germany,2020,19
1877,24kGoldn,Slovakia,2020,19
1878,"Sin Laurent, TOQUEL",Greece,2020,19
1879,Shahyn,Egypt,2021,19
1880,"Jay Wheeler, DJ Nelson, Myke Towers",Paraguay,2020,19
1881,Pink Sweat$,Indonesia,2021,19
1882,Billkin,Thailand,2020,19
1883,SCH,France,2021,19
1884,Drake,South Africa,2021,19
1885,Halva Priset,Norway,2021,19
1886,"Los Legendarios, Wisin, Jhay Cortez",Panama,2021,19
1887,Nathan Evans,Austria,2021,19
1888,"Bad Bunny, ROSALÍA",Dominican Republic,2021,19
1889,ROSÉ,Vietnam,2021,19
1890,MC's Jhowzinho & Kadinho,Brazil,2017,19
1891,"Natti Natasha, Ozuna",Ecuador,2017,19
1892,Farruko,Ecuador,2021,19
1893,Ed Sheeran,Austria,2021,19
1894,Dua Lipa,Belgium,2017,19
1895,LISA,Malaysia,2021,19
1896,GAYLE,Austria,2021,19
1897,Ersay Üner,Turkey,2017,19
1898,"Post Malone, 21 Savage",United States,2018,19
1899,"TINI, L-Gante",Uruguay,2021,19
1900,ROSALÍA,Spain,2021,19
1901,"Galena, Azis",Bulgaria,2021,19
1902,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",Chile,2021,19
1903,Daddy Yankee,Colombia,2018,18
1904,CNCO,Bolivia,2017,18
1905,Bad Bunny,Mexico,2018,18
1906,DaBaby,Austria,2020,18
1907,DaBaby,Netherlands,2020,18
1908,Drake,France,2018,18
1909,Drake,Norway,2018,18
1910,ZAYN,Indonesia,2018,18
1911,"Lalo Ebratt, Trapical",Colombia,2018,18
1912,XXXTENTACION,Latvia,2018,18
1913,"Post Malone, Swae Lee",Malaysia,2019,18
1914,Halsey,Australia,2018,18
1915,"Post Malone, Swae Lee",Australia,2019,18
1916,nublu,Estonia,2019,18
1917,A-Lin,Taiwan,2018,18
1918,"Anuel AA, KAROL G",Spain,2019,18
1919,Maluma,Mexico,2019,18
1920,Stormzy,United Kingdom,2019,18
1921,"Daddy Yankee, Snow",Dominican Republic,2019,18
1922,"Pedro Capó, Farruko",Honduras,2018,18
1923,"Niska, Booba",France,2019,18
1924,Saad Lamjarred,Morocco,2019,18
1925,"Sech, Ozuna",Costa Rica,2019,18
1926,"Bad Bunny, Tainy",Peru,2019,18
1927,Tones And I,Belgium,2020,18
1928,"Anitta, Lexa, Luísa Sonza",Brazil,2019,18
1929,Mariah Carey,Norway,2019,18
1930,Tones And I,Indonesia,2020,18
1931,Tones And I,Italy,2019,18
1932,Travis Scott,Morocco,2019,18
1933,"Joker Bra, VIZE",Austria,2020,18
1934,Drake,Bulgaria,2020,18
1935,"Kontrafakt, Mirez, Dalyb, Zayo, Dokkeytino",Slovakia,2019,18
1936,Axwell /\ Ingrosso,Slovakia,2017,18
1937,Tones And I,Indonesia,2019,18
1938,"Luis Fonsi, Daddy Yankee, Justin Bieber",Panama,2017,18
1939,ROSALÍA,Romania,2020,18
1940,Pop Smoke,Portugal,2020,18
1941,Cardi B,Ireland,2020,18
1942,BTS,Russia,2020,18
1943,Yousif Al Sumaidaie,Saudi Arabia,2020,18
1944,"VLOSPA, Light",Greece,2020,18
1945,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,2021,18
1946,Yzomandias,Czech Republic,2021,18
1947,"Gera MX, Christian Nodal",Costa Rica,2021,18
1948,Justin Bieber,Global,2021,18
1949,Raí Saia Rodada,Brazil,2021,18
1950,Lil Nas X,Norway,2021,18
1951,Yandel,Paraguay,2017,18
1952,"Camila Cabello, Young Thug",Poland,2017,18
1953,Ed Sheeran,Hungary,2021,18
1954,Lege-Cy,Egypt,2021,18
1955,"Tiago PZK, Trueno",Uruguay,2021,18
1956,Farruko,Belgium,2021,18
1957,Glass Animals,Germany,2021,18
1958,Glass Animals,Norway,2021,18
1959,"Tiago PZK, LIT killah",Uruguay,2021,18
1960,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Guatemala,2017,18
1961,Vũ.,Vietnam,2021,18
1962,"Ryan Castro, Feid",Colombia,2021,18
1963,INSTASAMKA,Ukraine,2021,18
1964,Adele,South Africa,2021,18
1965,"Camila Cabello, Young Thug",Thailand,2017,18
1966,Drake,Estonia,2018,17
1967,"Ronnie Flex, Famke Louise",Netherlands,2018,17
1968,"Zedd, Maren Morris, Grey",Singapore,2018,17
1969,Drake,Germany,2018,17
1970,"Tagne, Stormy, Khtek",Morocco,2020,17
1971,"Esko, Josylvio, Hansie",Netherlands,2018,17
1972,Daddy Yankee,Panama,2018,17
1973,CNCO,Peru,2017,17
1974,The Toys,Thailand,2018,17
1975,Nikke Ankara,Finland,2018,17
1976,Daddy Yankee,El Salvador,2018,17
1977,"Topic, A7S",Portugal,2020,17
1978,BTS,Malaysia,2018,17
1979,Bich Phuong,Vietnam,2018,17
1980,BTS,Taiwan,2018,17
1981,Juice WRLD,United States,2018,17
1982,BTS,Singapore,2018,17
1983,Dean Lewis,Singapore,2018,17
1984,Drake,Turkey,2018,17
1985,Post Malone,Norway,2019,17
1986,Post Malone,Greece,2019,17
1987,Ava Max,Belgium,2019,17
1988,"Pedro Capó, Farruko",Honduras,2019,17
1989,"Bizzey, Frenna, KM, Ramiks",Netherlands,2018,17
1990,Ava Max,Ireland,2019,17
1991,Mariah Carey,Hungary,2018,17
1992,"JóiPé, Króli, GDRN, SZK",Iceland,2019,17
1993,Ava Max,United Kingdom,2019,17
1994,Ezhel,Turkey,2019,17
1995,Billie Eilish,Bulgaria,2019,17
1996,"Will Ferrell, My Marianne",Iceland,2020,17
1997,Mariah Carey,Czech Republic,2018,17
1998,"Vegedream, Ninho",France,2019,17
1999,Duncan Laurence,Netherlands,2019,17
2000,Ed Sheeran,Slovakia,2019,17
2001,Ed Sheeran,Malaysia,2019,17
2002,"Đen, MIN",Vietnam,2019,17
2003,Aya Nakamura,Italy,2019,17
2004,Tainy,Chile,2019,17
2005,Sfera Ebbasta,Italy,2019,17
2006,Arizona Zervas,Australia,2019,17
2007,ElGrandeToto,Morocco,2020,17
2008,Tones And I,Vietnam,2020,17
2009,"Bad Bunny, Jowell & Randy, Ñengo Flow",Argentina,2020,17
2010,"SNIK, Mad Clip",Greece,2020,17
2011,Roddy Ricch,Portugal,2020,17
2012,Billie Eilish,Hungary,2020,17
2013,Taylor Swift,Australia,2017,17
2014,Taylor Swift,Singapore,2017,17
2015,Kamferdrops,Sweden,2017,17
2016,Taylor Swift,Latvia,2017,17
2017,Taylor Swift,Malaysia,2017,17
2018,Portion Boys,Finland,2021,17
2019,"Jawsh 685, Jason Derulo",Australia,2020,17
2020,"Don Bigg, Ihab Amir",Morocco,2020,17
2021,Egor Kreed,Ukraine,2021,17
2022,Internet Money,Iceland,2020,17
2023,Yzomandias,Czech Republic,2020,17
2024,"Bad Bunny, Jhay Cortez",Chile,2021,17
2025,Newkid,Sweden,2020,17
2026,Aseel Hameem,Saudi Arabia,2020,17
2027,Bubbi Morthens,Iceland,2021,17
2028,Giveon,Indonesia,2021,17
2029,"Natti Natasha, Ozuna",Paraguay,2017,17
2030,"Daddy Yankee, Bad Bunny",Dominican Republic,2017,17
2031,Farruko,Peru,2021,17
2032,"ZAYN, Sia",Hong Kong,2017,17
2033,Adele,Taiwan,2021,17
2034,Adele,Portugal,2021,17
2035,Nicki Nicole,Argentina,2020,16
2036,Wolfine,Guatemala,2018,16
2037,Post Malone,United States,2018,16
2038,Camila Cabello,Malaysia,2018,16
2039,FELIX SANDMAN,Sweden,2018,16
2040,Zion & Lennox,Colombia,2017,16
2041,TWICE,Singapore,2020,16
2042,SAINt JHN,Netherlands,2020,16
2043,5MIINUST,Estonia,2020,16
2044,CNCO,El Salvador,2017,16
2045,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",Dominican Republic,2018,16
2046,CNCO,Guatemala,2017,16
2047,Bad Bunny,El Salvador,2020,16
2048,Bad Bunny,Mexico,2020,16
2049,"Cardi B, Bad Bunny, J Balvin",Greece,2018,16
2050,"Drake, Michael Jackson",Lithuania,2018,16
2051,Benjamin,Finland,2018,16
2052,Anne-Marie,Indonesia,2018,16
2053,Sech,Honduras,2020,16
2054,"Lukas Leon, Cheek, Etta",Finland,2018,16
2055,Karen Mok,Hong Kong,2020,16
2056,The Weeknd,South Africa,2020,16
2057,Eminem,United Kingdom,2018,16
2058,KitschKrieg,Austria,2018,16
2059,"Bonez MC, RAF Camora",Germany,2018,16
2060,"Post Malone, Swae Lee",Global,2019,16
2061,Post Malone,Hungary,2019,16
2062,"Đen, Thành Đồng, Vũ.",Vietnam,2018,16
2063,DJ Snake,Belgium,2018,16
2064,"Maes, Booba",France,2018,16
2065,"Dua Lipa, BLACKPINK",Singapore,2018,16
2066,"Dua Lipa, BLACKPINK",Malaysia,2018,16
2067,"Lady Gaga, Bradley Cooper",Estonia,2018,16
2068,MERO,Germany,2019,16
2069,Kodak Black,United States,2018,16
2070,J. Cole,United States,2019,16
2071,MERO,Austria,2019,16
2072,TOQUEL,Greece,2019,16
2073,"ZAYN, Zhavia Ward",Philippines,2019,16
2074,"Khalid, Disclosure",New Zealand,2019,16
2075,Itzo Hazarta,Bulgaria,2019,16
2076,Orelsan,France,2018,16
2077,"Post Malone, Swae Lee",South Africa,2018,16
2078,Travis Scott,Romania,2019,16
2079,Bispo,Portugal,2019,16
2080,Tones And I,Bulgaria,2019,16
2081,Macklemore,New Zealand,2017,16
2082,"KAROL G, Nicki Minaj",Argentina,2019,16
2083,Reino Nordin,Finland,2017,16
2084,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Philippines,2017,16
2085,"French Montana, Swae Lee",Canada,2017,16
2086,"Luis Fonsi, Daddy Yankee, Justin Bieber",Bulgaria,2017,16
2087,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Australia,2017,16
2088,Oğuzhan Koç,Turkey,2020,16
2089,"Yzomandias, Nik Tendo",Slovakia,2020,16
2090,"MORGENSHTERN, Timati",Ukraine,2020,16
2091,"MORGENSHTERN, Timati",Russia,2020,16
2092,Diljit Dosanjh,India,2020,16
2093,Tainy,Costa Rica,2020,16
2094,MORGENSHTERN,Russia,2020,16
2095,Wham!,Lithuania,2020,16
2096,Lil Nas X,Bulgaria,2020,16
2097,"Tiago PZK, LIT Killah",Argentina,2021,16
2098,7ari,Morocco,2020,16
2099,"Afsana Khan, Harrdy Sandhu, Sargun Mehta",India,2020,16
2100,Apache 207,Germany,2021,16
2101,Da LAB,Vietnam,2021,16
2102,Anatomy Rabbit,Thailand,2021,16
2103,Aron Can,Iceland,2021,16
2104,Justin Bieber,Norway,2021,16
2105,"DJ Ivis, Tarcísio do Acordeon",Brazil,2021,16
2106,"Gera MX, Christian Nodal",El Salvador,2021,16
2107,"RAF Camora, Bonez MC",Austria,2021,16
2108,"Ekipa, Jacuś",Poland,2021,16
2109,"Camila Cabello, Young Thug",Ireland,2017,16
2110,"Post Malone, 21 Savage",Germany,2017,16
2111,"Camila Cabello, Young Thug",Czech Republic,2017,16
2112,Wawi,Saudi Arabia,2021,16
2113,Glass Animals,Latvia,2021,16
2114,"Leaderbrain, RICTA",Greece,2021,16
2115,"Selena Gomez, Marshmello",Singapore,2017,16
2116,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Panama,2018,16
2117,"Post Malone, 21 Savage",Portugal,2018,16
2118,Brenda Lee,United States,2021,16
2119,Taylor Swift,Singapore,2021,16
2120,Floni,Iceland,2017,16
2121,Piso 21,Guatemala,2017,16
2122,IU,Taiwan,2020,15
2123,Drake,Austria,2018,15
2124,Bich Phuong,Vietnam,2020,15
2125,Bad Bunny,Argentina,2018,15
2126,Ed Sheeran,Nicaragua,2017,15
2127,"THE SCOTTS, Travis Scott, Kid Cudi",Saudi Arabia,2020,15
2128,"THE SCOTTS, Travis Scott, Kid Cudi",Greece,2020,15
2129,"Marshmello, Anne-Marie",Israel,2018,15
2130,Bad Bunny,Peru,2018,15
2131,Ghali,Italy,2017,15
2132,Daddy Yankee,Ecuador,2018,15
2133,6ix9ine,Slovakia,2020,15
2134,Attan,Iceland,2017,15
2135,Kanye West,United States,2018,15
2136,"Alan Walker, Julie Bergan, K-391, SEUNGRI",Norway,2018,15
2137,Calvin Harris,Greece,2018,15
2138,Drake,Costa Rica,2018,15
2139,EggPlantEgg,Taiwan,2018,15
2140,DaBaby,Iceland,2020,15
2141,DJ Snake,Guatemala,2018,15
2142,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",Costa Rica,2018,15
2143,"Post Malone, Swae Lee",Hong Kong,2019,15
2144,Jolin Tsai,Taiwan,2019,15
2145,"MC L da Vinte, MC Gury",Brazil,2018,15
2146,Lil Nas X,Ireland,2019,15
2147,"KC Rebell, Summer Cem, Capital Bra",Austria,2019,15
2148,"J Balvin, Bad Bunny",El Salvador,2019,15
2149,Ufuk Beydemir,Turkey,2019,15
2150,Bad Bunny,Honduras,2019,15
2151,Tones And I,Luxembourg,2019,15
2152,Eminem,Egypt,2020,15
2153,"Nerieš, Separ",Slovakia,2020,15
2154,Mata,Poland,2019,15
2155,Daði Freyr,Iceland,2020,15
2156,Samra,Germany,2020,15
2157,"J Balvin, Willy William",Luxembourg,2017,15
2158,BTS,Thailand,2020,15
2159,Imagine Dragons,Estonia,2017,15
2160,"Bad Bunny, Sech",Dominican Republic,2020,15
2161,Clean Bandit,Norway,2017,15
2162,Eminem,Bulgaria,2020,15
2163,"Quebonafide, Natalia Szroeder",Poland,2020,15
2164,"Bad Bunny, Sech",Honduras,2020,15
2165,Taylor Swift,Canada,2017,15
2166,"Luis Fonsi, Daddy Yankee, Justin Bieber",Spain,2017,15
2167,"Luis Fonsi, Daddy Yankee, Justin Bieber",Argentina,2017,15
2168,"Luis Fonsi, Daddy Yankee, Justin Bieber",Uruguay,2017,15
2169,Taylor Swift,Hungary,2017,15
2170,Taylor Swift,Poland,2017,15
2171,David Guetta,Portugal,2017,15
2172,Taylor Swift,Global,2017,15
2173,"Ronnie Flex, Boef",Netherlands,2017,15
2174,Taylor Swift,Philippines,2020,15
2175,Gentleman,Turkey,2020,15
2176,SLAVA MARLOW,Ukraine,2021,15
2177,Ingó Veðurguð,Iceland,2020,15
2178,El Papi,Norway,2020,15
2179,"Yssi SB, Qlas & Blacka, Ashafar, ADF Samski",Netherlands,2020,15
2180,Mariah Carey,Norway,2020,15
2181,"MORGENSHTERN, Eldzhey",Russia,2020,15
2182,Mariah Carey,Denmark,2020,15
2183,Pink Sweat$,Philippines,2020,15
2184,BTS,Saudi Arabia,2020,15
2185,The Kid LAROI,Norway,2020,15
2186,24kGoldn,South Africa,2020,15
2187,Mariah Carey,Belgium,2020,15
2188,cakal,Turkey,2021,15
2189,AlbertNbn,Romania,2020,15
2190,"nublu, gameboy tetris, Raul Ojamaa",Estonia,2020,15
2191,"AlbertNbn, Nane",Romania,2020,15
2192,Wham!,Denmark,2020,15
2193,Billie Eilish,Latvia,2020,15
2194,Mad Clip,Greece,2021,15
2195,Doja Cat,Singapore,2021,15
2196,"Light, Hawk",Greece,2020,15
2197,Harnoor,India,2020,15
2198,Nathan Evans,Norway,2021,15
2199,Masked Wolf,Estonia,2021,15
2200,Justin Bieber,Thailand,2021,15
2201,"Camila Cabello, Young Thug",Slovakia,2017,15
2202,"Selena Gomez, Marshmello",Hungary,2017,15
2203,"J Balvin, Jowell & Randy",Mexico,2017,15
2204,Pabllo Vittar,Brazil,2017,15
2205,Ezhel,Turkey,2017,15
2206,back number,Japan,2021,15
2207,"Tiago PZK, Trueno",Argentina,2021,15
2208,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Spain,2017,15
2209,MC $oho & KidNey,Hong Kong,2021,15
2210,LISA,Vietnam,2021,15
2211,Eminem,Ireland,2018,15
2212,Adele,Latvia,2021,15
2213,Mariah Carey,Czech Republic,2017,15
2214,Imagine Dragons,Bulgaria,2021,15
2215,ALEE,Hungary,2021,15
2216,"Luis Fonsi, Demi Lovato",Chile,2018,15
2217,Mariah Carey,Poland,2017,15
2218,Piso 21,Panama,2018,15
2219,Wolfine,Argentina,2018,14
2220,Shakira,Spain,2017,14
2221,Avicii,Sweden,2018,14
2222,"Zac Efron, Zendaya",Malaysia,2018,14
2223,"THE SCOTTS, Travis Scott, Kid Cudi",Bulgaria,2020,14
2224,"Rauw Alejandro, Dalex, Lenny Tavárez",Paraguay,2020,14
2225,CNCO,Ecuador,2017,14
2226,Hatik,France,2020,14
2227,Dua Lipa,Poland,2018,14
2228,Childish Gambino,Latvia,2018,14
2229,"J Balvin, Zion & Lennox",Bolivia,2018,14
2230,Kanye West,Australia,2018,14
2231,DJ Snake,Dominican Republic,2018,14
2232,"Patron, Sagopa Kajmer",Turkey,2020,14
2233,Guè Pequeno,Italy,2018,14
2234,Bilal Wahib,Netherlands,2020,14
2235,Clean Bandit,Slovakia,2018,14
2236,Clean Bandit,Ireland,2018,14
2237,Post Malone,Lithuania,2019,14
2238,Ariana Grande,Belgium,2018,14
2239,"Mad Clip, Josephine",Greece,2020,14
2240,"Pedro Capó, Farruko",Panama,2019,14
2241,Mariah Carey,United Kingdom,2018,14
2242,Shindy,Switzerland,2019,14
2243,"Avicii, Aloe Blacc",Netherlands,2019,14
2244,BTS,India,2019,14
2245,Shindy,Austria,2019,14
2246,Reynmen,Turkey,2019,14
2247,Billie Eilish,Hong Kong,2019,14
2248,"Capital Bra, Summer Cem, KC Rebell",Germany,2019,14
2249,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Ecuador,2019,14
2250,Eden Hason,Israel,2019,14
2251,"Capital Bra, Summer Cem, KC Rebell",Austria,2019,14
2252,Billie Eilish,Finland,2019,14
2253,"Marco Borsato, Armin van Buuren, Davina Michelle",Netherlands,2019,14
2254,Wham!,Slovakia,2018,14
2255,Queen,Czech Republic,2018,14
2256,Lil Nas X,United Arab Emirates,2019,14
2257,TIX,Norway,2019,14
2258,Marwan Pablo,Egypt,2019,14
2259,"Capital Bra, Samra",Switzerland,2019,14
2260,"Şanışer, Kamufle, Mert Şenel, Mirac, Aga B, Defkhan, Aspova, Yeis Sensura, Sehabe, Deniz Tekin, Ozbi, Sokrat St, Tahribad-ı İsyan, Beta, Server Uraz, Hayki, Ados, Fuat",Turkey,2019,14
2261,"Bad Bunny, Tainy",El Salvador,2019,14
2262,"J Balvin, Bad Bunny",Mexico,2019,14
2263,Tones And I,Australia,2020,14
2264,Tones And I,South Africa,2020,14
2265,"Black Eyed Peas, J Balvin",Honduras,2019,14
2266,"Jay Chou, 阿信",Hong Kong,2019,14
2267,The Weeknd,Canada,2020,14
2268,"Naps, Ninho",France,2020,14
2269,"Joker Bra, VIZE",Germany,2020,14
2270,Camilo,Costa Rica,2020,14
2271,"Juju, Loredana, Miksu / Macloud",Germany,2020,14
2272,Eminem,Romania,2020,14
2273,Axwell /\ Ingrosso,Estonia,2017,14
2274,Kendrick Lamar,Estonia,2017,14
2275,"Luis Fonsi, Daddy Yankee, Justin Bieber",Peru,2017,14
2276,Danny Ocean,Guatemala,2017,14
2277,Taylor Swift,New Zealand,2017,14
2278,Selena Gomez,Bulgaria,2017,14
2279,"Robin Schulz, James Blunt",Austria,2017,14
2280,Taylor Swift,Greece,2017,14
2281,Taylor Swift,Philippines,2017,14
2282,Rolf Sanchez,Netherlands,2020,14
2283,Måneskin,Netherlands,2021,14
2284,"Jay Wheeler, DJ Nelson, Myke Towers",Dominican Republic,2020,14
2285,Ren Ran,Taiwan,2021,14
2286,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Nicaragua,2020,14
2287,BTS,Taiwan,2021,14
2288,Tiësto,Netherlands,2020,14
2289,Capo Plaza,Italy,2021,14
2290,Internet Money,Portugal,2020,14
2291,24kGoldn,Estonia,2020,14
2292,Pink Sweat$,Indonesia,2020,14
2293,"Tion Wayne, Russ Millions",United Kingdom,2021,14
2294,Lil Nas X,Australia,2021,14
2295,"Miksu / Macloud, Nimo, Jamule",Germany,2021,14
2296,"Bruno Mars, Anderson .Paak, Silk Sonic",New Zealand,2021,14
2297,"Myke Towers, Juhn",Ecuador,2021,14
2298,ROSÉ,Malaysia,2021,14
2299,Minelli,Lithuania,2021,14
2300,"RH, Branco",Denmark,2021,14
2301,Polo G,Iceland,2021,14
2302,IU,South Korea,2021,14
2303,姜濤,Hong Kong,2021,14
2304,"Aventura, Bad Bunny",Panama,2021,14
2305,"Kabza De Small, DJ Maphorisa, Ami Faku",South Africa,2021,14
2306,The Kid LAROI,Germany,2021,14
2307,"$hirak, Ronnie Flex, Yssi SB, Lil Kleine",Netherlands,2021,14
2308,Broederliefde,Netherlands,2017,14
2309,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Argentina,2017,14
2310,Adele,Austria,2021,14
2311,"zzoilo, Aitana",Ecuador,2021,14
2312,"Kabza De Small, DJ Maphorisa",South Africa,2021,14
2313,"Birnir, Herra Hnetusmjör",Iceland,2018,14
2314,"Anitta, Mc Zaac, Maejor",Brazil,2017,14
2315,"Joakim Lundell, Arrhult",Sweden,2017,13
2316,"Anuel AA, Bad Bunny",Panama,2020,13
2317,"Marshmello, Anne-Marie",Malaysia,2018,13
2318,EDIS,Turkey,2018,13
2319,"Charlie Charles, Sfera Ebbasta, Ghali",Italy,2018,13
2320,"THE SCOTTS, Travis Scott, Kid Cudi",United States,2020,13
2321,The Weeknd,France,2020,13
2322,CNCO,Paraguay,2017,13
2323,Childish Gambino,United States,2018,13
2324,"THE SCOTTS, Travis Scott, Kid Cudi",Iceland,2020,13
2325,Kelly Yu,Taiwan,2018,13
2326,Dark Polo Gang,Italy,2018,13
2327,"ClubDub, Ra:tio, Aron Can",Iceland,2018,13
2328,"Calvin Harris, Jessie Reyez",Lithuania,2018,13
2329,ClubDub;Ra:tio,Iceland,2018,13
2330,DJ Snake,Honduras,2018,13
2331,ABREU,Finland,2018,13
2332,Post Malone,Israel,2019,13
2333,"Tien Tien, Touliver",Vietnam,2018,13
2334,Post Malone,Romania,2019,13
2335,Billie Eilish,Canada,2019,13
2336,Billie Eilish,Ireland,2019,13
2337,"Anuel AA, KAROL G",Mexico,2019,13
2338,"Anuel AA, KAROL G",El Salvador,2019,13
2339,Billie Eilish,Switzerland,2019,13
2340,Mariah Carey,Poland,2018,13
2341,Jonas Brothers,Canada,2019,13
2342,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Argentina,2019,13
2343,Boef,Netherlands,2019,13
2344,MERO,Switzerland,2019,13
2345,"J Balvin, Bad Bunny",Dominican Republic,2019,13
2346,"Gemitaiz, MadMan",Italy,2019,13
2347,Ed Sheeran,Finland,2019,13
2348,"Calin, STEIN27",Czech Republic,2019,13
2349,The Weeknd,Bulgaria,2019,13
2350,Apache 207,Austria,2019,13
2351,Saad Lamjarred,Morocco,2020,13
2352,Murda,Turkey,2020,13
2353,Hov1,Sweden,2020,13
2354,Billie Eilish,Bulgaria,2020,13
2355,Malik Montana,Poland,2020,13
2356,"Bad Bunny, Sech",Guatemala,2020,13
2357,"NODE, Stepz",Denmark,2017,13
2358,Justin Bieber,Vietnam,2020,13
2359,"Luis Fonsi, Daddy Yankee, Justin Bieber",Portugal,2017,13
2360,Kendrick Lamar,Iceland,2017,13
2361,Drake,Canada,2017,13
2362,David Guetta,Estonia,2017,13
2363,Taylor Swift,Slovakia,2017,13
2364,David Guetta,Slovakia,2017,13
2365,"Jay Wheeler, DJ Nelson, Myke Towers",Ecuador,2020,13
2366,"Krisko, Galena",Bulgaria,2020,13
2367,"Bizarrap, Nicky Jam",Uruguay,2021,13
2368,Madison Beer,Malaysia,2021,13
2369,"Cassper Nyovest, Abidoza, Boohle",South Africa,2021,13
2370,MIN,Vietnam,2020,13
2371,Justin Bieber,United States,2021,13
2372,Wham!,Germany,2020,13
2373,Abdullah Al Farwan,Saudi Arabia,2021,13
2374,Master KG,Belgium,2020,13
2375,BTS,United Arab Emirates,2021,13
2376,Taylor Swift,United States,2020,13
2377,"Emilia, Duki",Uruguay,2021,13
2378,Jannika B,Finland,2020,13
2379,"Bruno Mars, Anderson .Paak, Silk Sonic",Philippines,2021,13
2380,Jüri Pootsmann,Estonia,2021,13
2381,"Rkomi, Junior K",Italy,2021,13
2382,Tiësto,Slovakia,2020,13
2383,Tayc,France,2021,13
2384,Pink Sweat$,Malaysia,2020,13
2385,The Toys,Thailand,2021,13
2386,Emma Steinbakken,Norway,2021,13
2387,Light,Greece,2021,13
2388,Måneskin,Russia,2021,13
2389,ROSÉ,Hong Kong,2021,13
2390,5MIINUST,Estonia,2021,13
2391,aespa,South Korea,2021,13
2392,Danny Ocean,Bolivia,2017,13
2393,Viktor Sheen,Czech Republic,2021,13
2394,Marama,Uruguay,2021,13
2395,Farruko,Panama,2021,13
2396,Glass Animals,Switzerland,2021,13
2397,"Becky G, Bad Bunny",Ecuador,2017,13
2398,SIMONA,Bulgaria,2021,13
2399,Kanye West,Iceland,2021,13
2400,Benson Boone,Norway,2021,13
2401,GONE.Fludd,Russia,2021,13
2402,"Post Malone, 21 Savage",Canada,2018,13
2403,BTS,Thailand,2017,13
2404,"Konstantinos Argiros, Rack",Greece,2021,13
2405,Imagine Dragons,Romania,2021,13
2406,"George Henrique & Rodrigo, Marília Mendonça",Brazil,2021,13
2407,Eminem,Denmark,2017,13
2408,"Pyhimys, Aksel Kankaanranta",Finland,2018,13
2409,Eminem,Sweden,2017,13
2410,Piso 21,Paraguay,2017,13
2411,"Maluma, Nego do Borel",Mexico,2017,13
2412,Eminem,Ireland,2017,13
2413,The Weeknd,Hong Kong,2018,12
2414,CNCO,Honduras,2017,12
2415,CNCO,Argentina,2017,12
2416,Calvin Harris,Estonia,2018,12
2417,Ariana Grande,Global,2020,12
2418,Lady Gaga,Taiwan,2020,12
2419,Wolfine,Paraguay,2018,12
2420,Lady Gaga,Hong Kong,2020,12
2421,Lil Dicky,New Zealand,2018,12
